appid,name,developer,publisher,score_rank,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,Free to Play,MOBA,Strategy,Multiplayer,Team-Based,Action,e-sports,Online Co-Op,Competitive,PvP,RTS,Difficult,RPG,Tower Defense,Fantasy,Co-op,Character Customization,Replay Value,Action RPG,Simulation
288000,Oncoming Death Steam Edition,"David Vogt, Christoph Winkler",Shit-Happens-Software,4,714,1397,0,0,0,0,0,0,0,0,0,499,,,,,,21,,,,,,,,,,,,,,
553830,100nya,.M.Y.W.,.M.Y.W.,52,686,949,0,0,0,0,0,0,0,0,0,99,,,20,,,,,,,,,,,,,,,,,
402470,Viking Armor / Weapons: 01 â€“ Concept Modeling,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
402486,Viking Armor / Weapons: 17 - Banner UVWs,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
404307,Transport Vehicle - Part 1: 07 - Modeling,,,,714,1397,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
554920,0 Day,Zero Day Games,Zero Day Games,25,714,1397,714,1397,0,0,8,0,8,0,1,699,,,21,,,21,,,,,,,,,,,,,,
556890,Dreamcage Escape,Big Loop Studios,Big Loop Studios,87,1133,990,906,886,667,1306,181,342,235,342,1,399,,,,,,,,,,,,,,,,,,,,
405690,Audials Moviebox 2016,Audials AG,TopWare Interactive AG,,714,1397,0,0,0,0,0,0,0,0,0,3999,,,,,,,,,,,,,,,,,,,,
517960,Crate Punks,Christian Vandagrift,Skypeak LLC,25,686,949,714,1397,0,0,6,0,6,0,0,99,,,,,,21,,,,,,,,,,,,,,
562740,ZombiesTown VR,GMD Studio,GMD Studio,50,680,767,689,954,0,0,8,0,8,0,0,599,,,,,,22,,,,,,,20,,,,,,,
369460,Professor Whyâ„¢: The Quantum Eye,Professor Why,Professor Why,,714,1397,714,1397,0,0,48,0,48,0,0,999,,,,,,,,,,,,,,,,,,,,20
569010,Island Racer,baKno Games,baKno Games,,714,1397,714,1397,0,0,61,0,61,0,1,499,,,,,,20,,,,,,,,,,,,,,21
422210,Rise of Keepers,Samaritan Studios,Samaritan Studios,70,689,954,667,1306,0,0,452,0,452,0,0,1299,,,22,,,,,,,,,,22,,,,,,,
423016,UWT - 2. 3DS Max Modeling - Chapter 1.2,,,,689,954,667,1306,667,1306,122,82,122,82,0,,,,,,,,,,,,,,,,,,,,,
423032,UWT - 2. 3DS Max Modeling - Chapter 4.3,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
423048,UWT - 3. 3DS Max Unwrap - Chapter 2.5,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
423064,UWT - 4. S.P. Texturing - Chapter 1.3,,,,689,954,714,1397,714,1397,135,96,135,96,0,,,,,,,,,,,,,,,,,,,,,
293360,Second Chance Heroes,,,,906,886,664,918,0,0,95,0,95,0,0,0,,,,,,,,,,,,,,,,,,,,
575460,My Super Tower 2,Mortis Games,Triple-Star Studio,43,1029,1162,714,1397,0,0,18,0,18,0,0,99,,,32,,,,,,,,,11,,11,,,,,,
567370,Atomic 79,Get Color Games,Get Color Games,98,1029,1162,1029,1162,661,1294,1877,447,1987,447,0,399,,,,,,22,,,,,,,,,,,,,,
568190,OBCIDIAN LEGACY,Black Tower Studios,"DMM.com Co., Ltd., POWERCHORD STUDIO",22,680,767,680,767,0,0,156,0,156,0,1,2499,,,,,,21,,,,,,,22,,,,,,,
407340,Strawberry Vinegar,ebi-hime,Sekai Project,84,1359,1085,1133,990,661,1294,282,65,315,65,0,999,,,,,,,,,,,,,,,,,,,,
575960,The Wisbey Mystery,Argali Entertainment,RunServer,45,680,767,667,1306,0,0,124,0,124,0,0,799,,,,,,,,,,,,,,,,,,,,
560720,Dark Angels: Masquerade of Shadows,Skywind Games,Alawar Entertainment,100,714,1397,714,1397,0,0,371,0,371,0,4,399,,,,,,,,,,,,,,,,,,,,
545410,A Trip to Yugoslavia: Directors Cut,"Piotr Bunkowski, Hades Productions",Sometimes You,62,2058,1644,714,1397,714,1397,211,211,211,211,0,79,,,,,,22,,,,,,,,,,,,,,
430240,Duplexer,Vantage Games,Vantage Games,13,714,1397,0,0,0,0,0,0,0,0,0,699,,,,,,,,,,,,,,,,,,,,
434220,Bear Haven Nights,SunRay Games,SunRay Games,95,2039,1329,1992,1591,667,1306,116,67,155,67,0,499,,,23,,,22,,,,,,,,,,,,,,
435460,NotCoDâ„¢,NotGames,NotGames,77,1812,1253,1133,990,0,0,122,0,125,0,1,499,,,,,,24,,,,,,,,,,,,,,
320020,Monkey Tales,Larian Studios,Larian Studios,25,906,886,680,767,0,0,469,0,469,0,0,1499,,,,,,,,,,,,,,,,,,,,
442000,Alone K.W.,TeamWaterFly,TeamWaterFly,0,1715,1501,661,1294,0,0,18,0,18,0,0,99,,,,,,,,,,,,,,,,,,,,
435210,Intergalactic Road Warriors,TurtleBlaze,TurtleBlaze,59,714,1397,714,1397,0,0,139,0,139,0,0,899,,,,,,21,,,,,,,,,,,,,,
396260,Worlds Fastest Pizza,Oscar Brittain,Oscar Brittain,87,1372,1342,661,1294,0,0,6,0,6,0,0,299,,,,,,21,,,,,,,,,,,,,,20
439880,Heroes of Loot 2,Orangepixel,Orangepixel,100,714,1397,714,1397,0,0,160,0,160,0,0,999,,,,,,,,,,,,,,,,,,,,
21180,Gotham City Impostors Beta,,,,714,1397,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
341960,DP Animation Maker,DesktopPaints,DesktopPaints,54,686,949,686,949,0,0,1820,0,1820,0,0,6999,,,,,,,,,,,,,,,,,,,,
459470,Wars of Napoleon,Ageod,Slitherine Ltd.,18,686,949,686,949,0,0,78,0,78,0,0,3999,,,47,21,,,,,,,,,,,,,,,,
303720,#killallzombies,Beatshapers,"8Floor, Beatshapers",34,1359,1085,1359,1085,0,0,255,0,322,0,0,1199,,,,,,23,,,,,,,,,,,,,,
448810,Torgars Quest,Tagunda LLC,Tagunda LLC,100,714,1397,714,1397,0,0,11,0,11,0,0,449,,,,,,22,,,,,,,20,,,,,,,
471570,Grandpas Table,Kivano,Kivano,100,680,767,689,954,0,0,13,0,13,0,2,499,,,,,,,,,,,,,,,,,,,,
461380,A Princess Tale,Warfare Studios,Aldorlea Games,28,1586,1172,906,886,0,0,115,0,130,0,0,399,,,,,,,,,,,,,21,,,,,,,
464240,Detective Hunt - Crownston City PD,pixepob,pixepob,41,689,954,714,1397,0,0,600,0,600,0,0,499,,,,,,,,,,,,,20,,,,,,,
354310,Claws & Feathers,Alawar Entertainment,Buka Entertainment,100,1359,1085,1379,1349,0,0,216,0,280,0,0,699,,,32,,,,,,,,,,,,,,,,,
393860,Smoots World Cup Tennis,Kaneda Games,Plug In Digital,31,1372,1342,1372,1342,0,0,100,0,142,0,0,1499,,,,,,,,,,,,,,,,,,,,
55210,HOMEFRONT - Japanese,,,,906,886,1029,1162,0,0,510,0,522,0,0,0,,,,,,,,,,,,,,,,,,,,
488680,Tower Defense Utimate,Dev4play,Dev4play,45,2039,1329,906,886,0,0,298,0,396,0,0,599,,,21,,,22,,,,,,,,6,,,,,,
364560,GameLoading: Itay Keren at PAX East,,,,1724,1508,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
367040,InsanZ - Retro Survival Horror,SimplexGameStudio,SimplexGameStudio,1,906,886,1334,1847,0,0,4,0,5,0,0,799,,,,,,31,,,,,,,,,,,,,,9
361970,Weather Lord: The Successors Path,"Yustas Game Studio, Alawar Entertainment",Buka Entertainment,31,2266,1401,1359,1085,0,0,258,0,344,0,0,499,,,31,,,,,,,,,,,,,,,,,21
433450,INFERNO CLIMBER,Arc System Works,Arc System Works,41,3172,1657,2719,1534,0,0,668,0,557,0,2,2999,,,,,,32,,,,,,10,32,,,,,,,
496950,The Slingshot VR,Funny Twins,Funny Twins,4,1029,1162,1029,1162,0,0,36,0,40,0,0,299,,,,,,33,,,,,,,,,,,,,,31
497060,Rise,New State,New State,25,689,954,667,1306,0,0,4,0,4,0,0,199,,,,,,21,,,,,,,,,,,,,,
371790,Ramayana,Rakesh Malik,Rakesh Malik,,714,1397,0,0,0,0,0,0,0,0,0,499,,,22,,,,,,,,,,,,,,,,,
361130,Card Dungeon,Playtap Games,Playtap Games,16,1812,1253,1992,1591,0,0,316,0,473,0,0,599,,,22,,,,,,,,,,25,,,,,,,
504420,Malazard: The Master of Magic,Invictus Games Ltd.,Invictus Games Ltd.,59,714,1397,714,1397,0,0,7,0,7,0,0,799,,,,,,21,,,,,,,,,,,,,,
506870,Unexplored,Ludomotion,Ludomotion,95,2719,1534,2039,1329,1812,1253,133,118,129,107,83,899,,,,,,32,,,,,,,31,,,,,,11,
411620,Pane In The Glass,Rewind:VR,Rewind,19,1586,1172,996,1125,0,0,9,0,10,0,1,499,,,,,,21,,,,,,,,,,,,,,22
511010,TAIKER,Team 4U,Team 4U,19,1029,1162,1322,1830,0,0,54,0,60,0,0,999,,,,,,24,,,,,,,23,,,,,,10,
497700,Safety First,JCO,Headup Games,87,3398,1715,2266,1401,0,0,60,0,69,0,0,299,,,,,,,,,,,,,,,,,,,,21
461860,Tower Dwellers,ECC GAMES SP. Z O.O.,ECC GAMES SP. Z O.O.,35,689,954,689,954,0,0,292,0,292,0,1,699,,,21,,,21,,,,,,,,6,,,,,,
502440,Plant Fire Department - The Simulation,VIS-Games,United Independent Entertainment GmbH,3,2266,1401,680,767,0,0,318,0,318,0,2,1499,,,,,,22,,,,,,,,,,,,,,27
389840,Deserter Simulator,Pocket Queries,Zoo Corporation,17,2492,1469,1586,1172,0,0,136,0,144,0,0,999,,,,,,22,,,,,,,,,,,,,,22
522020,Blue Effect VR,DIVR Labs,DIVR Labs,70,2945,1597,2492,1469,1328,1299,48,63,59,67,5,1499,,,,,,22,,,,,,,,,,,,,,
530130,Akuto: Mad World,Hut 90,Hut 90,100,1029,1162,1029,1162,714,1397,130,190,150,190,0,599,,,,,,21,,,,,,,,,,,,,,
375740,QUASAR,OSnap! Games,OSnap! Games,,686,949,661,1294,0,0,81,0,81,0,0,0,,,,,,,,,,,,,,,,,,,,
398340,Mad Max - As Motos da Morte (1979),,,,714,1397,714,1397,0,0,48,0,48,0,0,,,,,,,,,,,,,,,,,,,,,
345690,Crash Dummy,Twelve Games,KISS ltd,10,1034,1168,667,1306,0,0,157,0,157,0,0,999,,,,,,21,,,,,,,,,,,,,,
545800,Ghostdream,ArkHouse,Forever Entertainment S. A.,25,1359,1085,906,886,0,0,61,0,74,0,3,599,,,,,,,,,,,,,,,,,,,,
522730,God Of Arrows VR,Reactor Entertainment,Reactor Entertainment,93,1034,1168,1334,1847,0,0,63,0,108,0,0,799,,,,,,21,,,,,,,,,,,,,,20
264260,Global Outbreak: Doomsday Edition,ShortRound Games,ShortRound Games,31,2266,1401,2988,1948,0,0,264,0,300,0,0,899,,,32,,,25,,,,,,,,,,,,,,
431570,Breakroom,MURE VR,Dark Snow Studios,10,714,1397,714,1397,0,0,9,0,9,0,0,799,,,,,,,,,,,,,,,,,,,,
402471,Viking Armor / Weapons: 02 - Refining the Shield,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
544540,The Fastest Fist,"Touch Art Technology Co.,Ltd","Touch Art Technology Co.,Ltd",100,1029,1162,1029,1162,661,1294,230,3,448,3,0,999,,,,,,21,,,,,,,,,,,,,,
402487,Viking Armor / Weapons: 18 - Project Organization,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
404308,Transport Vehicle - Part 1: 08 - Modeling,,,,714,1397,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
558920,"Kings of Con: Whippany, NJ",,,,1034,1168,667,1306,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
405700,Audials Tunebite Platinum 2016,Audials AG,TopWare Interactive AG,10,714,1397,0,0,0,0,0,0,0,0,0,4999,,,,,,,,,,,,,,,,,,,,
415390,Viking Saga: The Cursed Ring,Realore,Realore,31,1133,990,1133,990,0,0,352,0,439,0,0,299,,,22,,,,,,,,,,,,,,,,,20
369270,Megatect,Timedrop Studios,Timedrop Studios,95,1133,990,1322,1830,0,0,173,0,259,0,0,799,,,,,,21,,,,,,,,,,,,,,21
546180,Starry Nights : Helix,"CFK Co., Ltd.","CFK Co., Ltd.",7,714,1397,714,1397,0,0,168,0,168,0,0,399,,,,,,23,,,,,,,,,,,,,,
284080,Lost Squad,Oak Gear,Oak Gear,,906,886,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
416220,The Light Empire,Jemy,Jemy,0,1133,990,0,0,0,0,0,0,0,0,0,599,,,,,,,,,,,,,31,,,,,,,31
497020,Mystic Diary - Quest for Lost Brother,SunRay Games,SunRay Games,18,714,1397,714,1397,0,0,276,0,276,0,3,699,,,,,,,,,,,,,,,,,,,,
506930,CoLab,Pixel Federation,Pixel Federation,20,1812,1253,0,0,0,0,0,0,0,0,0,499,,,,,,10,,,,,,,,,,,,,,
545890,Breaking Wheel,Insane Mind Games,Insane Mind Games,100,714,1397,0,0,0,0,0,0,0,0,0,699,,,,,,21,,,,,,,,,,,,,,
569430,A Demons Game - Episode 1,RP Studios,RP Studios,37,689,954,714,1397,0,0,160,0,160,0,0,399,,,,,,22,,,,,,,,,,,,,,
423017,UWT - 2. 3DS Max Modeling - Chapter 1.3,,,,689,954,667,1306,667,1306,54,24,54,24,0,,,,,,,,,,,,,,,,,,,,,
423033,UWT - 2. 3DS Max Modeling - Chapter 4.4,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
423049,UWT - 3. 3DS Max Unwrap - Chapter 3.1,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
423065,UWT - 4. S.P. Texturing - Chapter 1.4,,,,689,954,714,1397,714,1397,33,1,33,1,0,,,,,,,,,,,,,,,,,,,,,
568800,Summer times Afternoon,Accenthd,Accenthd,41,686,949,686,949,661,1294,15,5,15,5,0,799,,,,,,31,,,,,,,,,,,,,,
507340,Strike Squadron: Caracará,Eridanus Studio,Eridanus Studio,18,714,1397,714,1397,0,0,28,0,28,0,0,299,,,,,,21,,,,,,,,,,,,,,20
566830,Last Stand,视趣互动科技有限公司,视趣互动科技有限公司,100,714,1397,0,0,0,0,0,0,0,0,0,299,,,32,,,34,,,,,,,10,,,,,,,
575590,Balloon Popping Pigs,"DrinkingNails, LLC","DrinkingNails, LLC",100,1133,990,1334,1847,0,0,93,0,95,0,0,99,,,,,,,,,,,,,,,,,,,,
575050,Little Triangle,CottonGame,Dreamoji,99,4078,1879,4078,1879,2266,1401,218,46,189,38,18,1199,,,,,,23,,,,,,,,,,,,,,
401250,Zulu Response,Web Interactive Solutions,Web Interactive Solutions,8,714,1397,714,1397,714,1397,52,52,52,52,0,1499,,,23,,,23,,,,,,,,,,,,,,22
509780,Fire Arrow Plus,Team Grybanser Fox,Team Grybanser Fox,100,714,1397,0,0,0,0,0,0,0,0,0,499,,,,,,21,,,,,,,,,,,,,,
432980,INVERSUS,Hypersect,Hypersect,99,2945,1597,3319,2054,661,1294,102,60,127,60,0,1499,,,25,,,27,,,,,,,,,,12,,,,
558340,Faces of Illusion: The Twin Phantoms,Moonrise Interactive,Artifex Mundi,25,714,1397,714,1397,0,0,212,0,212,0,0,999,,,,,,,,,,,,,,,,,,,,
433580,Timelapse,GTE Entertainment,Nightdive Studios,39,1359,1085,996,1125,0,0,36,0,37,0,2,599,,,,,,,,,,,,,,,,,,,,
364720,Reagan Gorbachev,Team2Bit,Team2Bit,77,906,886,680,767,0,0,839,0,839,0,0,999,,,,,,25,,,,,,,,,,,,,,
314050,Spheritis,Bluestrike,Bluestrike,25,714,1397,714,1397,0,0,72,0,72,0,0,499,,,,,,,,,,,,,,,,,,,,
327150,Deadstone,Timeslip Softworks,Timeslip Softworks,62,2492,1469,2988,1948,0,0,122,0,75,0,0,799,,,22,,,32,,,,,,,23,9,,,,,11,
439310,Until I Have You,Wormwood Studios,Digital Tribe,65,2719,1534,2039,1329,0,0,31,0,24,0,0,1399,,,,,,,,,,,,,,,,,,,,
334490,The Fool,MagicIndie,MumboJumbo,10,686,949,0,0,0,0,0,0,0,0,0,999,,,,,,,,,,,,,,,,,,,,
432480,Grenade Madness,Touch Orchestra,Touch Orchestra,80,680,767,0,0,0,0,0,0,0,0,0,999,,,,,,31,,,,,,,,,,,,,,
346060,High School Musical 3,Page 44 Studios,Disney Interactive,39,689,954,667,1306,0,0,617,0,617,0,0,1999,,,,,,,,,,,,,,,,,,,,
451570,Demetrios - The BIG Cynical Adventure,COWCAT,COWCAT,77,680,767,667,1306,0,0,440,0,440,0,0,669,,,,,,,,,,,,,,,,,,,,
460560,Blamdown Udder Fury,Guru Games,Guru Games,73,680,767,667,1306,0,0,136,0,136,0,0,499,,,,,,12,,,,,,,,,,,,,,
349670,Solar System Conflict,UnexEvo,UnexEvo,11,680,767,661,1294,0,0,39,0,39,0,0,999,,,19,,,21,,,,,,,,,,,,,,21
485600,OESE,"Alec Smith, Dane Winn",Milo Games,77,689,954,714,1397,0,0,196,0,196,0,1,499,,,,,,,,,,,,,,,,,,,,20
364570,GameLoading: Omar and Nic,,,,1724,1508,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
354600,Decisive Campaigns: Case Blue,VR Designs,Slitherine Ltd.,100,1586,1172,1029,1162,0,0,3438,0,6620,0,0,3999,,,22,,,,,,,,,,,,,,,,,21
485820,e-River Cabin Journal,Wilderness Journal Games,Wilderness Journal Games,11,1029,1162,1029,1162,0,0,108,0,179,0,4,999,,,14,,,,,,,,,,,,,,,,,
498940,"WarBirds Dawn of Aces, World War I Air Combat",iEntertainment Network Inc,iEntertainment Network Inc,18,1034,1168,689,954,0,0,30,0,30,0,0,1499,,,,,,21,,,,,,,,,,,,,,21
378280,Pump-Action Captain,BrainDead Games,,13,2266,1401,680,767,0,0,35,0,35,0,0,499,,,,,,12,,,,,,,,,,,,,,
374450,Cheats 4 Hire,Travian Games GmbH,Travian Games GmbH,41,1359,1085,1359,1085,0,0,90,0,65,0,0,499,,,27,,,,,,,,,,,,,,,,,
447980,Blast Brawl 2: Bloody Boogaloo,Minds Eye Games,Minds Eye Games,100,680,767,0,0,0,0,0,0,0,0,0,1499,,,,,,21,,,,,,,,,,,,,,
511600,Space Jones VR,VikingVRStudio,VikingVRStudio,43,1034,1168,689,954,714,1397,150,10,150,10,0,1599,,,,,,,,,,,,,,,,,,,,
510250,Super Destronaut,Petite Games,Petite Games,100,680,767,689,954,0,0,22,0,22,0,0,199,,,,,,21,,,,,,,,,,,,,,
370600,Hello Kitty and Sanrio Friends Racing,Scarab Entertainment,Scarab Entertainment,8,1586,1172,996,1125,0,0,25,0,42,0,0,1999,,,,,,5,,,,,,5,,,,,,,,
519200,Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!,Alex Hanson-White,Alex Hanson-White,100,686,949,661,1294,0,0,27,0,27,0,0,499,,,,,,,,,,,,,,,,,,,,
458360,eMedia Piano and Keyboard Method,eMedia Music,eMedia Music,100,714,1397,714,1397,0,0,1,0,1,0,2,4999,,,,,,,,,,,,,,,,,,,,
434510,Formicide,"Rock Wall Games, LLC","Rock Wall Games, LLC",100,686,949,0,0,0,0,0,0,0,0,0,0,,,,,,21,,,,,,,,,,,,,,
251790,Steel Storm: A.M.M.O.,Zeolite Studios Inc.,Kot in Action Creative Artel,,689,954,667,1306,0,0,39,0,39,0,0,0,,,,,,,,,,,,,,,,,,,,
495680,Overdriven Reloaded,TOMAGameStudio,TOMAGameStudio,100,680,767,664,918,0,0,79,0,79,0,3,203,,,,,,22,,,,,,,,,,,,,,
523720,Unruly Ghouls,Machete Games LLC,Machete Games LLC,100,714,1397,0,0,0,0,0,0,0,0,0,999,,,,,,21,,,,,,,,,,,,,,
350480,Tales of Cosmos,Red Dwarf Games,Red Dwarf Games,93,1586,1172,661,1294,661,1294,53,53,53,53,1,1499,,,,,,,,,,,,,,,,,,,,
526590,Boxing Saga,VR PrinceTechnology development Beijing Co. Ltd," VR PrinceTechnology development Beijing Co. Ltd",22,1034,1168,1034,1168,0,0,97,0,150,0,1,499,,,,,,21,,,,,,,,,,,,,,
398250,Moonstrider,Triple Lasers,Triple Lasers,100,714,1397,714,1397,0,0,128,0,128,0,0,1199,,,,,,22,,,,,,,,,,,,,,
392620,Lucadian Chronicles,Dark Roast Entertainment,Dark Roast Entertainment,41,1034,1168,667,1306,0,0,77,0,77,0,0,799,,,22,,,,,,,,,,21,,11,,,,,
418210,Metal Tales: Fury of the Guitar Gods,Nuberu Games,Nuberu Games,93,1379,1349,1379,1349,0,0,22,0,28,0,1,1499,,,,,,21,,,,,,,,,,,,,,
547840,Interfectorem,"Girls Make Games, The Team Who Must Not Be Named, LearnDistrict, Inc.","Girls Make Games, LearnDistrict, Inc.",50,686,949,0,0,0,0,0,0,0,0,0,499,,,,,,,,,,,,,,,,,,,,
402472,Viking Armor / Weapons: 03 - Modeling a Sword,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
402488,Viking Armor / Weapons: 19 - Mesh Topology,,,,689,954,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
404309,Transport Vehicle - Part 1: 09 - Detailing,,,,714,1397,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
350380,The Martian VR Experience,"The Third Floor, Inc, The Virtual Reality Company",20th Century Fox Film Corporation,1,1133,990,664,918,661,1294,74,21,74,21,0,999,,,,,,,,,,,,,,,,,,,,22
558921,"Kings of Con: Whippany, NJ 2 ~ Still Whipping",,,100,1034,1168,667,1306,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
413470,Where Angels Cry - Tears Of The Fallen (Collectors Edition),Cateia Games,Libredia,100,689,954,0,0,0,0,0,0,0,0,1,1499,,,,,,,,,,,,,,,,,,,,
523210,A Normal Lost Phone,Accidental Queens,"Plug In Digital Label, Plug In Digital",87,3172,1657,2492,1469,661,1294,69,128,86,128,3,299,,,,,,,,,,,,,,,,,,,,
550060,Marmoset Toolbag 3,Marmoset LLC,Marmoset LLC,80,714,1397,0,0,0,0,0,0,0,0,24,18900,,,,,,,,,,,,,,,,,,,,
529020,Virtual-O,Contours,Contours,93,1359,1085,1359,1085,906,886,1310,130,2262,223,2,3999,,,,,,,,,,,,,,,,,,,,21
551370,Gravity Sketch VR,Gravity Sketch Limited,Gravity Sketch Limited,,714,1397,714,1397,0,0,93,0,93,0,0,0,,,,,,,,,,,,,,,,,,,,
