appid,name,developer,publisher,score_rank,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,Free to Play,MOBA,Strategy,Multiplayer,Team-Based,Action,e-sports,Online Co-Op,Competitive,PvP,RTS,Difficult,RPG,Tower Defense,Fantasy,Co-op,Character Customization,Replay Value,Action RPG,Simulation
107900,War Inc. Battlezone,Online Warmongers Group Inc.,Online Warmongers Group Inc.,9,1100582,30835,526730,21348,2058,1644,224,2,58,3,1,0,,,,,,,,,,,,,,,,,,,,
33230,Assassins Creed II,Ubisoft Montreal,Ubisoft,56,1090841,30698,802669,26343,18804,4036,1457,198,885,73,851,1999,,,,67,,535,,,,,,,,,,,,,,
19900,Far Cry 2,Ubisoft Montreal,Ubisoft,43,1086763,30641,674894,24160,9289,2836,648,117,145,43,152,999,,,21,99,,239,,,,,,,,,,13,,,,
32430,Star Wars: The Force Unleashed Ultimate Sith Edition,"LucasArts, Aspyr Studios","LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",20,1069319,30395,576345,22329,14952,3599,437,178,165,70,232,1999,,,,,,135,,,,,,,7,,,,,,,
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,Konami Digital Entertainment,Konami Digital Entertainment,70,1081779,30571,994557,29316,73855,7998,4268,691,2560,161,3890,3999,,,,671,,1383,,,,,,,,,,,,592,,
239820,Game Dev Tycoon,Greenheart Games,Greenheart Games,93,1128675,31225,1084497,30609,31717,5242,819,129,474,39,460,999,,,519,,,,,,,,,67,,,,,,137,,961
42160,War of the Roses,Fatshark,Paradox Interactive,14,1104660,30892,617577,23113,2719,1534,659,60,60,56,42,0,,,,,,,,,,,,,,,,,,,,
6910,Deus Ex: Game of the Year Edition,Ion Storm,Square Enix,93,1082685,30584,559353,21998,6570,2385,370,63,53,28,113,699,,,,,,345,,,,,,,613,,,,,,72,
261030,The Walking Dead: Season Two,Telltale Games,Telltale Games,95,1048476,30098,685768,24353,8156,2658,700,536,561,110,206,2499,,,,,,177,,,,,,,,,,,,,,
427270,Orcs Must Die! Unchained,Robot Entertainment,"Robot Entertainment, Gameforge 4D GmbH",22,1073850,30459,599000,22763,16538,3785,381,239,56,61,627,0,261,77,106,125,,112,,,,31,,,28,123,41,108,,,,
91600,Sanctum,Coffee Stain Studios,Coffee Stain Studios,77,1071811,30430,620295,23164,1586,1172,331,33,133,59,28,999,,,155,59,,127,,59,,,,,,254,,122,,,,
34460,Sid Meiers Civilization IV: Beyond the Sword,Firaxis Games,2K Games,95,1073396,30453,56864,7018,2492,1469,3373,890,385,973,160,999,,,123,35,,,,,,,,,,,,,,,,
8800,Sid Meiers Civilization IV: Beyond the Sword,Firaxis Games,2K Games,95,1073396,30453,338693,17123,16085,3733,5567,1157,529,583,1406,999,,,123,35,,,,,,,,,,,,,,,,
206440,To the Moon,Freebird Games,Freebird Games,98,1062975,30305,651106,23731,13820,3460,192,112,168,73,105,999,,,,,,,,,,,,,239,,,,,,,
304030,ArcheAge,XLGAMES,Trion Worlds,13,1052554,30156,588352,22560,19710,4132,3818,1325,198,226,2329,0,277,,,99,,84,,,,150,,,275,,186,18,,,,
231060,Ragnarok Online 2,"Gravity, Inc.",Gravity Interactive,18,1070225,30408,351153,17435,4984,2078,1275,169,65,65,132,0,199,,,49,,5,,,,,,,127,,,,,,,
16810,Sid Meiers Civilization IV: Colonization,Firaxis Games,2K Games,50,1071811,30430,237652,14345,5437,2170,905,508,57,160,214,1999,,,86,13,,,,,,,,,,,,,,,,
3590,Plants vs. Zombies: Game of the Year,"PopCap Games, Inc.","PopCap Games, Inc.",95,1082912,30587,956723,28755,50747,6630,1917,247,512,68,1650,99,,,418,,,36,,,,,,,,575,,,,,,
233250,Planetary Annihilation,Uber Entertainment,Uber Entertainment,18,1056179,30208,806067,26399,9515,2871,715,153,287,66,147,2999,,,815,415,,74,,,,,694,,,,,87,,,,
236850,Europa Universalis IV,Paradox Development Studio,Paradox Interactive,84,1033297,29880,955364,28734,190529,12845,12078,894,2111,476,18626,3999,,,1040,256,,,,,,,141,,,,,100,,224,,627
237930,Transistor,Supergiant Games,Supergiant Games,93,1038055,29949,757585,25594,14046,3488,311,96,168,30,130,1999,,,282,,,362,,,,,,,544,,,,,,571,
6880,Just Cause,Avalanche Studios,Square Enix,28,1056405,30211,243089,14508,3398,1715,217,154,36,28,29,699,,,,13,,115,,,,,,,,,,,,,,
40100,Supreme Commander 2,Gas Powered Games,Square Enix,65,1045984,30062,757812,25598,19710,4132,2593,258,726,100,668,1299,,,279,132,,55,,,,,199,,,,,87,,,,
225260,Brutal Legend,Double Fine Productions,Double Fine Productions,87,1048702,30101,627998,23307,6343,2344,348,130,207,118,116,1499,,,254,63,,502,,,,,195,,29,,153,,,,34,
3990,Sid Meiers Civilization IV: Warlords,Firaxis Games,2K Games,62,1063428,30311,157453,11677,2492,1469,1276,412,48,484,0,499,,,71,,,,,,,,,,,,,,,,,
34450,Sid Meiers Civilization IV: Warlords,Firaxis Games,2K Games,62,1063428,30311,25600,4709,686,949,407,508,84,508,0,499,,,71,,,,,,,,,,,,,,,,,
383080,Sakura Clicker,Winged Cloud,Winged Cloud,59,1048476,30098,775256,25891,18124,3962,816,392,49,18,317,0,313,,,7,,,,,,,,,10,,53,,,,,
21090,F.E.A.R.,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,90,1052101,30150,460577,19964,5211,2124,309,160,116,140,71,999,,,,5,,241,,,,,,,,,,,,,,
21110,F.E.A.R.: Extraction Point,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,,1052101,30150,143406,11144,1715,1501,232,241,109,376,17,999,,,,,,,,,,,,,,,,,,,,
21120,F.E.A.R.: Perseus Mandate,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,,1052101,30150,108744,9705,906,886,297,118,122,179,24,999,,,,,,,,,,,,,,,,,,,,
233270,Far Cry 3 Blood Dragon,Ubisoft Montreal,Ubisoft,73,1037601,29942,733571,25186,5211,2124,388,101,173,91,56,1499,,,,,,343,,,,,,,,,,,,,,
202750,Alan Wakes American Nightmare,Remedy Entertainment,Remedy Entertainment,35,1039187,29965,329404,16886,1372,1342,202,872,77,1742,17,999,,,,,,249,,,,,,,,,,,,,,
40390,Risen 2 - Dark Waters,Piranha Bytes,Deep Silver,43,1086310,30635,547120,21757,6117,2302,1125,256,242,162,307,999,,,,,,55,,,,,,,229,,63,,,,22,
24780,SimCity 4 Deluxe,"EA - Maxis, Aspyr (Mac)","Electronic Arts, Aspyr (Mac)",43,1047117,30079,942224,28536,19257,4084,1095,529,200,75,632,1999,,,238,40,,,,,,,,,,,,,,,,381
47810,Dragon Age: Origins - Ultimate Edition,BioWare,Electronic Arts,87,1019931,29687,833026,26836,13593,3431,2287,575,743,189,1109,2999,,,176,,,76,,,,,,,736,,587,,167,,,
236090,Dust: An Elysian Tail,Humble Hearts LLC,Microsoft Studios,95,1007470,29505,676933,24196,5211,2124,456,251,184,280,85,1499,,,,,,689,,,,,,,536,,331,,,,110,
1840,Source Filmmaker,Valve,Valve,84,1031031,29847,1031031,29847,27866,4913,796,514,55,73,1351,0,259,,,20,,80,,,,,,87,,,,,,,,
24800,Command and Conquer: Red Alert 3 - Uprising,EA Los Angeles,Electronic Arts,39,1027407,29795,378566,18102,6797,2426,589,170,66,45,191,1999,,,150,42,,23,,,,,104,,,,,,,,,
298260,Only If,Creability,Creability,22,1050288,30124,498638,20772,1812,1253,60,13,22,17,10,0,333,,,91,,51,,,,,,,,,,24,,,,40
32380,Star Wars Jedi Knight: Dark Forces II,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",26,1013134,29588,226324,13999,1586,1172,135,93,14,177,20,599,,,,24,,80,,,,,,,,,,,,,,
22000,World of Goo,2D BOY,2D BOY ,87,1007923,29512,642497,23574,12913,3344,177,57,54,16,42,999,,,23,,,,,,,,,12,,,,,,,,
332070,School of Dragons: How to Train Your Dragon,"JumpStart Games, Inc.","JumpStart Games, Inc.",9,1022196,29720,574306,22290,6570,2385,233,88,48,59,190,0,448,,,162,,64,,43,,27,,,134,,66,30,,,,33
32500,Star Wars: The Force Unleashed II,Aspyr Studios,"LucasArts, Lucasfilm, Disney Interactive",16,1008150,29515,351833,17451,6570,2385,333,232,200,145,103,1999,,,,,,101,,,,,,,,,5,,,,,
39000,Moonbase Alpha,"Virtual Heroes, Army Game Studio",NASA,77,1037828,29945,702307,24645,11328,3132,96,35,38,20,84,0,163,,118,155,,,,125,,,,,,,,80,,,,211
234140,Mad Max,"Avalanche Studios, Feral Interactive (Mac/Linux)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac/Linux)",77,1050062,30121,897820,27857,46216,6327,1586,416,962,115,1932,1999,,,,89,,602,,,,,,,154,,,,,,,
67370,The Darkness II,Digital Extremes,2K Games,77,1013814,29598,517215,21154,4304,1931,368,166,230,186,60,2999,,,,53,,218,,,,,,,,,,104,,,,
215080,WAKFU,Ankama Studio,Ankama Games,50,1018571,29667,660168,23895,18124,3962,1046,299,107,93,1243,0,339,,145,80,,,,,,,,,207,,73,33,,,,
33900,Arma 2,Bohemia Interactive,Bohemia Interactive,56,1015173,29618,847072,27061,2719,1534,360,8,35,10,10,1299,,,235,306,,343,,,,,,,,,,160,,,,423
293540,Guns and Robots,Masthead Studios Ltd,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",25,1009962,29542,497958,20757,1812,1253,135,58,22,55,19,0,301,,40,140,,166,,,,,,,53,,,50,,,,
262060,Darkest Dungeon,Red Hook Studios,Red Hook Studios,67,1006791,29495,960574,28812,114861,9974,1594,503,761,130,4099,2499,,,253,,,,,,,,,405,527,,154,,,,,
466910,Worm.is: The Game,Freakinware Studios,Freakinware Studios,45,988440,29226,880375,27586,20616,4226,198,67,51,15,174,0,289,,59,118,,50,,11,11,,,,,,,15,,,,
6900,Hitman: Codename 47,IO Interactive,Square Enix,37,970996,28968,287719,15783,2719,1534,103,53,22,71,25,699,,,,,,98,,,,,,14,,,,,,,,
3910,Sid Meiers Civilization III: Complete,Firaxis Games,2K Games,73,1008830,29525,376527,18053,15859,3706,2532,735,153,132,1297,499,,,161,30,,,,,,,,,,,,,,33,,19
295270,Football Manager 2015,Sports Interactive,SEGA,,985042,29176,974394,29018,43271,6122,25010,1552,11798,667,6580,4999,,,,,,,,,,,,,,,,,,,,
240320,Panzar,Troxit Service,Panzar,23,1008830,29525,423876,19153,6570,2385,572,384,89,255,216,0,336,68,,145,,159,,,,100,,,63,,76,62,,,,
378120,Football Manager 2016,SPORTS INTERACTIVE,SEGA,28,992518,29286,985948,29189,131852,10686,20663,1548,10116,656,16973,4999,,,,,,,,,,,,,,,,,,,,
208140,Endless Space,AMPLITUDE Studios,SEGA,56,1007923,29512,811731,26491,16312,3759,1764,500,439,155,458,2999,,,489,158,,,,,,,,,,,,,,12,,27
232150,Killing Floor 2 - SDK,,,,999994,29396,22655,4430,906,886,182,88,9,171,0,,,,,,,,,,,,,,,,,,,,,
232090,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,59,999994,29396,966011,28893,125962,10445,2093,320,747,111,3342,2999,,,,1013,660,1180,,1034,,,,392,,,,1448,,,,
55150,"Warhammer 40,000 Space Marine",Relic,SEGA,84,989346,29239,795192,26221,10648,3037,915,71,441,38,181,2999,,,,124,,296,,24,,,,,,,,44,,,,
263500,Dragons and Titans,Wyrmbyte,Versus Evil	,45,1029446,29824,512457,21057,5664,2215,511,732,33,573,128,0,428,228,73,185,,160,,,,71,,,184,,81,83,,,,
237310,Elsword,KOG,KOG Games,47,983229,29149,545760,21730,15179,3626,1940,662,84,100,653,0,702,,,195,,350,,149,,154,,,380,,128,108,,,,
242460,Football Manager 2014 Editor,,,,984136,29163,199364,13139,906,886,1372,27,173,31,91,0,,,,,,,,,,,,,,,,,,,,
242480,Football Manager 2014 Resource Archiver,,,,984136,29163,16991,3836,0,0,38,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
22320,The Elder Scrolls III: Morrowind,Bethesda Game Studios®,Bethesda Softworks,93,965332,28883,674441,24152,22202,4385,969,368,130,96,680,1499,,,,,,108,,,,,,,833,,462,,138,,183,
11450,Overlord,"Triumph Studios, Virtual Programming",Codemasters,87,1038734,29958,477115,20319,3172,1657,406,111,113,82,105,499,,,52,7,,145,,,,,30,,196,,137,,,,41,
274190,Broforce,Free Lives,Devolver Digital,98,999541,29389,862704,27309,55731,6948,629,111,333,49,642,1499,,,,335,,578,,,,,,,,,,419,,,,50
286160,Tabletop Simulator,Berserk Games,Berserk Games,90,953098,28700,871313,27444,83371,8498,997,271,306,113,2870,1999,,,82,162,,,,42,,,,,71,,,47,,,,203
224540,Ace of Spades,Jagex Limited,Jagex,26,972355,28988,908694,28025,9062,2802,720,112,238,44,135,1499,28,,,408,,447,,,98,,,,,,,116,,67,,
365590,Tom Clancys The Division,Massive Entertainment,Ubisoft,19,972808,28995,952645,28693,134344,10787,5234,565,2833,126,6817,4999,,,,1092,,1031,,759,,,,,828,,,884,,,,
524440,Tom Clancys The Division PTS,,,,972355,28988,78840,8264,3851,1826,228,33,18,6,0,,,,,,,,,,,,,,,,,,,,,
70300,VVVVVV,Terry Cavanagh,Terry Cavanagh,95,933841,28409,549612,21806,11781,3194,171,45,43,21,54,499,,,,,,130,,,,,,332,,,,,,,,
8600,RACE 07,SimBin,SimBin,54,984815,29173,451289,19762,4304,1931,1281,343,59,140,83,399,,,,25,,,,,,,,,,,,,,,,67
41000,Serious Sam HD: The First Encounter,Croteam,Devolver Digital,90,990479,29256,632982,23399,7703,2583,331,160,142,28,74,1499,,,,50,,137,,55,,,,22,,,,79,,,,
238090,Sniper Elite 3,Rebellion,Rebellion,50,934068,28413,835065,26869,64567,7479,945,163,350,56,1257,4999,,,98,261,,431,,98,,,,,,,,244,,,,79
219890,Antichamber,Alexander Bruce,Demruth,93,923420,28251,691432,24454,6117,2302,242,125,113,127,63,1999,,,,,,,,,,,,86,,,,,,12,,
310370,The Way of Life,"Fabio Ferrara, Davide Caio, Nicolò Azzolini, Antonio Carcagnì, Luigi Di Guida, Tommaso Vita","CyberCoconut, Hexagon Hive",39,1016985,29644,655411,23809,6343,2344,23,38,10,20,23,0,297,,9,86,,29,,,,,,,,,,,,,,85
39140,FINAL FANTASY VII,Square Enix,Square Enix,87,969410,28944,771631,25830,25600,4709,1579,586,340,158,1144,1199,,,43,,,,,,,,,,605,,236,,,,,
10680,Aliens vs. Predator,Rebellion,SEGA,73,973714,29008,842995,26996,13366,3403,669,93,281,31,196,1499,,,29,226,,366,,23,,,,,,,,104,,,,
44350,GRID 2,"Codemasters Racing, Feral Interactive (Mac)","Codemasters, Feral Interactive (Mac)",52,932935,28396,729493,25116,19936,4156,795,150,273,38,302,2999,,,,173,,60,,,,,,,,,,19,,,,83
237110,Mortal Kombat Komplete Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,73,916623,28147,820793,26638,18124,3962,765,184,287,34,223,1999,,,,239,,359,,,96,,,,,,,177,,86,,
7760,X-COM: UFO Defense,"MicroProse Software, Inc",2K Games,93,958082,28775,285454,15720,6797,2426,722,236,58,16,118,499,,,188,,,18,,,,,,77,,,,,,,,33
246620,Plague Inc: Evolved,Ndemic Creations,Ndemic Creations,90,979831,29099,949247,28642,35115,5515,677,81,352,31,511,1499,,,1413,394,,49,,,,,,104,,,,100,,193,,1136
7940,Call of Duty 4: Modern Warfare,"Infinity Ward, Aspyr (Mac)","Activision, Aspyr (Mac)",84,937693,28468,846846,27057,29678,5070,1453,88,445,24,308,1999,,,,349,,396,,,40,84,,,,,,46,,,,
244630,NEOTOKYO,STUDIO RADI-8,NEOTOKYO [MOD],28,979378,29092,368598,17862,1992,1591,101,165,13,49,32,0,402,,,259,70,194,,,,,,,,,,64,,,,
209650,Call of Duty: Advanced Warfare,"Sledgehammer Games, Raven Software",Activision,19,924779,28272,813770,26524,16765,3811,609,103,367,45,232,5999,,,,1428,,1811,,309,,269,,,,,,286,,,,
209660,Call of Duty: Advanced Warfare - Multiplayer,"Sledgehammer Games, Raven Software",Activision,19,924779,28272,795419,26224,17218,3862,2246,149,586,24,330,5999,,,,1428,,1811,,309,,269,,,,,,286,,,,
238430,Contagion,"Monochrome, Inc","Monochrome, Inc",37,948114,28625,755999,25568,9289,2836,401,178,152,55,118,999,,,,274,,317,,203,63,109,,,,,,297,,,,
356670,Spookys House of Jump Scares,Lag Studios,Lag Studios,84,952418,28690,669910,24071,9062,2802,75,48,29,26,53,0,268,,,33,,62,,,,,,,,,,,,,,
530620,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",65,927498,28313,696869,24549,63887,7439,54,32,25,13,181,0,90,,,59,,98,,,,,,,,,,,,,,
200170,Worms Revolution,Team17 Digital Ltd,Team17 Digital Ltd,65,905069,27969,715673,24878,8609,2731,505,81,215,36,175,1499,,,144,103,22,34,,,,,,,,,,32,,,,
331470,Everlasting Summer,Soviet Games,Soviet Games,93,964652,28873,600812,22798,24694,4625,612,241,147,87,720,0,1099,,,,,,,,,,,,,,,,,359,,
289130,Endless Legend,AMPLITUDE Studios,SEGA,56,917077,28154,816715,26572,45763,6296,1440,434,584,168,2077,2999,,,416,113,,,,,,,,,87,,225,,,,,
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,GSC Game World,93,928404,28327,656997,23838,11328,3132,709,235,146,102,353,1999,,,,,,426,,,,,,99,367,,,,,,,
208480,Assassins Creed III,Ubisoft Montreal,Ubisoft,41,900312,27896,726321,25062,14046,3488,2080,241,1168,76,454,1999,,,,206,,497,,,,,,,,,,,,,,
218130,Dungeonland,Critical Studio,Paradox Interactive,31,916397,28144,370863,17917,2039,1329,168,15,52,13,13,0,141,,11,48,,98,,76,,,,,,,32,64,,,7,
225540,Just Cause 3,Avalanche Studios,Square Enix,28,961254,28822,861798,27294,134118,10778,1685,378,922,117,4855,5999,,,,338,,968,,,,,,,97,,,106,,,,
20500,Red Faction: Guerrilla Steam Edition,"Volition, Reactor Zero, THQ Nordic",THQ Nordic,77,908468,28022,609647,22964,8156,2658,585,104,206,73,141,1999,,,,115,,270,,,,,,,,,,28,,,,
4550,Titan Quest: Immortal Throne,Iron Lore Entertainment,THQ Nordic,80,915264,28126,488443,20558,2402,1776,1658,174,363,146,78,0,,,,,,,,,,,,,,,,,,,,
9450,"Warhammer 40,000: Dawn of War - Soulstorm",Relic Entertainment,SEGA,90,944942,28577,540096,21617,35568,5551,1982,363,537,171,1178,1299,,,165,52,,23,,,,,138,,,,,,,,,
266840,Age of Mythology: Extended Edition,"SkyBox Labs, Ensemble Studios",Microsoft Studios,56,898046,27861,770498,25811,43724,6154,1334,335,395,138,1539,2999,,,1109,453,,61,,,,,764,,42,,246,73,,,,212
236430,DARK SOULS II,"FromSoftware, Inc","BANDAI NAMCO Entertainment, FromSoftware, Inc",70,930896,28365,874259,27490,16085,3733,5055,368,3012,164,790,3999,,,,914,,1449,,242,,713,,1723,2880,,805,971,,488,1686,
57900,Duke Nukem Forever,Gearbox Software,2K Games,26,902577,27931,660168,23895,4758,2030,641,107,254,63,88,1999,,,,79,,209,,,,,,,,,,,,,,
24010,Train Simulator 2015,Dovetail Games,Dovetail Games - Trains,22,861572,27291,751242,25487,55505,6934,3732,316,467,102,2510,2499,,,23,,,42,,,,,,,,,,,,,,657
212800,Super Crate Box,Vlambeer,Vlambeer,73,931123,28368,495466,20706,8156,2658,99,23,37,19,19,0,172,,,64,,106,,9,,,,39,,,,11,,,,
92800,SpaceChem,Zachtronics,Zachtronics,80,884906,27657,514496,21099,4078,1879,367,80,73,90,43,999,,,16,,,,,,,,,269,,,,,,,,23
221040,Resident Evil 6 / Biohazard 6,Capcom,Capcom,50,881282,27600,744445,25372,33983,5426,1201,240,575,101,818,2999,,,,119,,509,,185,,,,,,,,357,,,,
17300,Crysis,Crytek,Electronic Arts,59,881735,27607,695737,24529,11781,3194,486,162,218,42,128,1999,,,,90,,350,,,,,,,,,,,,,,
226700,Infestation: Survivor Stories,OP Productions LLC,OP Productions LLC,6,902577,27931,853416,27161,3398,1715,2744,2,403,2,2,0,,,,205,,335,,,,268,,,196,,,97,,,,170
221640,Super Hexagon,Terry Cavanagh,Terry Cavanagh,98,858627,27244,618483,23130,29905,5090,304,57,66,5,59,299,,,,,,183,,,,,,805,,,,,,49,,
250320,The Wolf Among Us,Telltale Games,Telltale Games,98,874032,27487,649747,23706,5211,2124,607,161,506,113,161,2499,,,,,,86,,,,,,,,,164,,,,,
346330,BrainBread 2,Reperio Studios,Reperio Studios,25,872899,27469,555955,21931,8382,2694,119,61,31,22,98,0,324,,,237,,172,,,,,,,64,,,130,,,59,
65930,The Bureau: XCOM Declassified,2K Marin,2K Games,28,934294,28416,489802,20587,3625,1772,429,325,175,196,62,1999,,,81,,,216,,,,,,,46,,,,,,,
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",Relic Entertainment,SEGA,93,917756,28164,455140,19846,15632,3680,1098,230,280,113,455,1299,,,189,76,,21,,,,,135,,,,11,7,,,,
211400,Deadlight,"Tequila Works, S.L.",Microsoft Studios,50,868821,27405,574532,22294,5437,2170,202,49,144,35,32,1499,,,,,,203,,,,,,,,,,,,,,
211160,Viking: Battle for Asgard,"Creative Assembly, PC Port - Hardlight",SEGA,7,908015,28015,200271,13169,3172,1657,190,58,24,41,34,1499,,,25,,,82,,,,,,,5,,31,,,,,
234650,Shadowrun Returns,Harebrained Schemes,Harebrained Holdings,73,894875,27812,693018,24481,7929,2621,960,204,459,80,152,1499,,,249,,,,,,,,,,691,,66,,,,,
22100,Mount & Blade,TaleWorlds Entertainment,TaleWorlds Entertainment,80,893742,27794,496599,20729,8835,2766,1184,326,183,137,185,999,,,113,49,,110,,,,,,,209,,24,,38,22,55,37
253900,Knights and Merchants,Topware Interactive,Topware Interactive,52,864970,27344,376754,18058,3851,1826,267,562,81,310,110,699,,,140,25,,,,,,,56,,,,,,,,,58
245620,Tropico 5,Haemimont Games,Kalypso Media Digital,41,869501,27416,757585,25594,37381,5690,1321,364,599,123,1372,2499,,,497,184,,,,,,,53,,83,,,91,,,,417
31280,Poker Night at the Inventory,Telltale Games,,62,918889,28182,643857,23599,6117,2302,343,99,175,74,42,499,,,54,14,,,,,,,,,,,,,,,,29
214490,Alien: Isolation,"Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",84,864970,27344,680105,24253,32170,5279,684,237,243,74,627,3999,,,,,,310,,,,,,219,,,,,,,,
47870,Need for Speed: Hot Pursuit,Criterion Games,Electronic Arts,52,860439,27273,736063,25229,63434,7413,587,159,199,70,606,1999,,,,266,,128,,,,,,,,,,62,,,,76
351030,Pixel Puzzles Ultimate,Decaying Logic,KISS ltd,25,893515,27791,134571,10796,55052,6906,196,113,116,49,254,0,37,,21,,,,,,,,,,,,,,,,,25
208650,Batman: Arkham Knight,Rocksteady Studios,Warner Bros. Interactive Entertainment,21,847752,27071,676933,24196,58223,7102,1654,330,1060,84,1803,1999,,,109,,,718,,,,,,,,,,,,,,
306130,The Elder Scrolls Online: Tamriel Unlimited,Zenimax Online Studios,Bethesda Softworks,47,883547,27636,819886,26624,123697,10351,3952,1206,990,399,14828,2999,,,,516,,292,,,,,,,784,,509,245,,,224,
15700,Oddworld: Abes Oddysee,Oddworld Inhabitants,Oddworld Inhabitants,77,880375,27586,408244,18797,3851,1826,165,63,65,68,30,299,,,,,,8,,,,,,16,,,5,,,,,
211,Source SDK,,,,841409,26970,841409,26970,2945,1597,1682,10,64,7,35,0,,,,,,,,,,,,,,,,,,,,
204450,Call of Juarez Gunslinger,Techland,Ubisoft,93,843674,27006,635701,23449,6343,2344,489,841,284,92,158,1499,,,,,,300,,,,,,,,,,,,,,
368730,No Time To Explain Remastered,tinyBuild,tinyBuild,56,868368,27398,201177,13199,14499,3544,127,114,58,40,42,1499,,,,15,,36,,,,,,11,,,,,,,,
207170,Legend of Grimrock,Almost Human Games,Almost Human Games,90,853642,27165,540550,21626,2492,1469,612,349,193,200,93,1499,,,,,,23,,,,,,34,429,,226,,24,14,,
34870,Sniper Ghost Warrior 2,City Interactive,CI Games,34,851150,27125,670816,24087,29225,5031,710,281,205,25,406,999,,,56,126,,195,,21,,,,6,,,,34,,,,20
34830,Sniper: Ghost Warrior,City Interactive,CI Games,15,874938,27501,697096,24553,8156,2658,850,37,251,29,158,799,,,,33,,75,,,,,,,,,,,,,,
35130,Lara Croft and the Guardian of Light,Crystal Dynamics,Square Enix,84,849338,27097,362254,17708,3625,1772,305,89,99,58,84,999,,,,36,,157,,58,,,,13,,,,104,,,,
342200,MechWarrior Online,Piranha Games Inc.,Piranha Games Inc.,45,850924,27122,491388,20620,24694,4625,1416,918,49,179,1612,0,355,,123,194,17,199,,,,77,,,,,,,,,,150
335300,DARK SOULS II: Scholar of the First Sin,"FromSoftware, Inc","BANDAI NAMCO Entertainment, FromSoftware, Inc",67,862704,27309,730172,25128,68418,7698,3400,522,1908,171,4306,3999,,,,278,,389,,,,40,,532,566,,261,278,292,,324,
241540,State of Decay,Undead Labs,Microsoft Studios,62,874032,27487,792474,26176,7023,2466,1163,143,449,18,244,0,,,,246,,634,,,,,,,544,,,106,,,,355
359320,Elite: Dangerous,Frontier Developments,Frontier Developments,31,859759,27262,806746,26410,82238,8440,4452,1142,1148,410,8733,2999,,,147,365,,310,,230,,,,168,188,,,,,,,468
1930,Two Worlds: Epic Edition,Reality Pump Studios,Topware Interactive,29,851377,27129,384909,18252,8382,2694,314,183,156,92,104,999,,,,39,,31,,,,,,,122,,58,,,,22,
40950,Stronghold HD,FireFly Studios,FireFly Studios,90,864970,27344,477569,20329,21975,4363,512,241,169,83,477,599,,,169,38,,,,,,,78,,,,,,,,,64
365670,Blender,Blender Foundation,Blender Foundation,95,822378,26664,540323,21621,26053,4751,682,335,16,66,745,0,128,,,,,15,,,,,,8,,,,,,,,
91200,Anomaly Warzone Earth,11 bit studios,11 bit studios,70,822152,26660,481646,20415,1359,1085,170,64,79,77,11,999,,,152,,,74,,,,,21,,,79,,,,,,
9310,"Warhammer 40,000: Dawn of War - Winter Assault",Relic Entertainment,SEGA,70,873579,27480,333709,16996,5437,2170,261,43,64,13,0,1299,,,79,28,,11,,,,,64,,,,,,,,,
223650,F.E.A.R. Online,InPlay Interactive,Aeria Games Europe,,859306,27255,407564,18781,661,1294,348,19189,50,19189,2,0,,,,,,,,,,,,,,,,,,,,
8140,Tomb Raider: Underworld,Crystal Dynamics,Square Enix,45,821019,26642,229722,14104,4984,2078,328,82,66,63,68,899,,,,,,120,,,,,,,,,,,,,,
2100,Dark Messiah of Might & Magic Single Player,Arkane Studios,Ubisoft,90,853642,27165,342771,17225,5211,2124,418,195,160,184,73,999,,,,36,,298,,,,,,,309,,224,,,,46,
2130,Dark Messiah of Might & Magic Multi-Player,Arkane Studios,Ubisoft,90,853642,27165,165835,11984,689,954,298,8,21,8,3,999,,,,36,,298,,,,,,,309,,224,,,,46,
44320,DiRT 3,Codemasters Racing Studio,Codemasters,,855228,27190,646122,23640,1586,1172,487,31,149,41,18,2499,,,,,,,,,,,,,,,,,,,,
269210,Hero Siege,"Elias Viglione, Jussi Kukkonen",Panic Art Studios,50,848205,27079,708650,24756,19030,4060,719,180,256,48,377,599,,,,96,,177,,,,,,43,249,,,89,,,44,
12810,Overlord II,"Triumph Studios, Virtual Programming",Codemasters,70,883094,27629,335521,17042,4984,2078,622,249,243,104,116,999,,,48,12,,78,,,,,5,,136,,115,,,,54,
