"","score_rank","average_forever","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR"
"2677",7,94,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2678",3,103,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2679",5,146,499,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2680",32,142,1999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2681",90,77,299,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0
"2682",37,483,299,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2683",32,106,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2684",39,195,49,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
"2685",80,1109,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2686",67,195,999,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0
"2687",67,1288,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2688",34,88,299,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"2689",95,100,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0
"2690",6,93,499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"2691",52,234,49,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0
"2692",20,904,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"2693",90,4439,499,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"2694",25,193,499,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1
"2695",3,298,99,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"2696",45,166,1499,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"2697",10,795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2698",28,246,1299,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2699",73,73,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2700",18,354,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"2701",62,399,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"2702",90,447,2499,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"2703",70,255,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2705",35,196,499,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0
"2706",34,304,499,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"2707",80,1082,1499,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
"2708",99,223,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2709",26,268,999,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"2710",28,209,999,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"2711",41,112,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2712",37,169,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2713",87,153,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2714",17,331,199,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"2715",37,253,399,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"2717",20,71,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2718",6,198,299,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2719",25,293,799,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2720",16,506,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2721",39,236,499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2722",84,237,1499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2723",47,691,499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2724",4,220,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2725",67,1180,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"2726",93,38,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"2727",84,253,999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2728",65,707,1999,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"2729",43,965,1999,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"2730",29,68,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2732",67,204,199,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2733",14,331,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2735",20,47,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2736",18,225,1999,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"2737",1,653,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2738",22,165,99,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2739",32,250,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"2740",77,753,1499,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0
"2741",20,127,999,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"2742",54,579,1499,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2744",20,184,599,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"2745",1,3,1999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2746",70,162,999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2747",19,47,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"2748",87,1187,999,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
"2749",45,25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"2750",34,223,199,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2751",87,527,799,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
"2752",43,239,199,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"2753",47,80,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2754",21,1518,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2755",65,241,899,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"2756",17,659,299,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2757",62,1034,599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2758",31,143,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2759",80,146,1199,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"2760",52,267,1499,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2761",93,326,1499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2762",5,294,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2763",95,393,1499,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2764",80,727,999,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2765",35,1273,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2766",16,1742,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"2767",39,347,1499,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2768",95,55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"2769",34,294,999,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
"2770",37,157,1499,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0
"2771",52,48,1499,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"2773",87,111,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2774",50,477,1999,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2775",28,428,249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2776",67,448,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"2777",5,46,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2778",52,127,499,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2779",2,55,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2780",54,324,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2782",54,304,799,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2783",3,96,999,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"2784",65,229,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2785",62,155,1999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2786",56,867,999,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2787",23,210,2499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2788",26,276,1499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2789",3,34,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2790",87,447,999,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2791",98,314,999,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
"2792",43,311,499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2794",6,268,299,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"2795",16,745,1499,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"2797",65,229,299,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2798",84,712,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2800",26,5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"2801",41,389,999,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2802",31,286,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2803",90,332,999,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
"2804",67,563,1399,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"2805",65,124,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2806",73,273,499,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"2807",62,144,899,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
"2808",47,245,1499,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
"2809",95,1860,4999,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2810",2,967,1499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2811",54,369,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2812",45,134,599,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"2813",13,6020,3999,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"2814",43,235,1999,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0
"2815",80,238,199,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"2816",12,148,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2817",22,1533,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2819",54,194,899,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
"2820",87,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"2821",84,192,99,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"2822",70,311,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2823",47,394,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"2824",73,35,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"2825",70,260,49,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"2826",62,194,799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2827",26,311,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2828",23,229,599,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2829",56,216,399,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"2830",93,634,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2831",31,295,999,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"2832",59,37,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2834",84,1103,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2835",50,1235,1499,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"2836",52,788,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2837",14,262,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2838",19,190,99,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"2839",70,697,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2840",93,635,499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"2841",77,401,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2842",70,823,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2843",11,164,799,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2844",84,713,1499,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"2845",18,5,599,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2847",29,151,999,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"2848",59,221,599,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2849",43,355,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"2850",37,158,299,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
"2851",32,3452,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2854",26,486,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2855",7,355,1299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2856",29,461,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"2857",73,203,999,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"2858",59,129,699,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
"2859",35,2839,1299,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"2860",90,280,999,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0
"2861",31,248,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2862",28,243,499,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2863",67,308,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2864",4,26,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2865",80,190,499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2866",7,122,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"2867",8,440,799,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2868",25,504,1499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2869",37,83,499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2870",13,198,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2871",23,226,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2872",22,952,999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2873",45,767,5999,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
"2874",73,1311,999,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"2875",73,654,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2876",62,222,499,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
"2877",98,340,999,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
"2878",52,238,499,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"2879",56,287,499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2880",32,323,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2881",31,268,599,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"2882",52,194,499,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"2883",31,223,999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2884",21,202,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2885",9,97,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2886",0,179,299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2887",84,260,1499,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0
"2888",70,101,299,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"2890",47,77,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"2891",73,35,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
"2892",90,178,499,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2893",19,215,99,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"2894",28,508,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2896",3,186,399,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"2897",52,39,499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2898",47,738,1599,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2899",17,42,999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2900",4,80,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2901",13,29,599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2902",26,1868,4999,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2904",13,241,999,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"2905",47,441,669,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2906",90,977,2999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2907",93,294,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"2908",52,162,299,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2909",43,247,499,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
"2910",87,263,1999,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"2911",52,279,699,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"2912",4,96,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2913",67,49,99,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"2914",9,196,199,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"2915",62,109,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"2916",80,1793,1999,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2917",14,188,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2918",65,641,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2919",8,58,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2920",50,624,999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"2922",31,237,199,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"2923",87,41,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"2924",8,238,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2925",62,197,999,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"2926",15,238,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2928",13,481,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"2929",10,201,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2930",37,113,499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"2931",39,279,899,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2932",29,229,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2933",13,243,399,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2934",22,48,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
"2935",90,270,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"2936",12,58,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2937",45,349,999,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2938",22,160,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2939",80,118,49,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"2940",77,128,299,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"2941",18,139,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2942",95,1096,1999,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
"2943",13,270,49,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
"2944",25,268,499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2945",21,126,999,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2946",45,267,999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"2947",43,99,599,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"2948",84,877,1999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2949",5,159,99,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"2950",29,230,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2951",56,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2955",80,41,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"2956",43,1466,1299,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"2957",4,464,999,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2958",52,671,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2959",39,523,1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2960",67,667,2999,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
"2961",16,45,599,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2962",41,118,999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2963",80,178,499,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"2964",56,327,2999,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"2965",59,193,799,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"2967",59,1137,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2968",59,328,499,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2971",23,167,599,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"2972",67,181,1499,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"2973",10,167,1499,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
"2974",84,1536,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2975",34,190,599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2976",19,667,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2977",14,239,99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2978",67,34,499,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"2979",2,35,699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2980",59,154,1499,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
"2981",10,398,699,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2983",9,694,299,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"2985",8,342,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2986",73,379,1499,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"2987",80,1055,1499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"2988",54,198,999,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"2989",52,199,899,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"2990",45,241,1499,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"2991",73,197,1499,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"2992",45,250,199,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
"2993",73,370,599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2994",54,777,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2995",54,263,1799,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"2996",9,10,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2997",29,142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2998",35,210,399,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2999",6,2635,4999,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"3000",4,192,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3001",13,222,799,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"3002",98,236,1199,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0
"3004",39,1398,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3005",62,372,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"3006",98,1062,3999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3007",70,176,999,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
"3008",95,304,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"3009",77,272,999,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0
"3010",19,113,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3011",31,704,99,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3012",26,229,599,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"3013",50,297,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"3014",47,194,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"3015",65,195,1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3016",67,203,1299,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"3017",65,291,999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"3018",54,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
"3020",15,265,999,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"3021",23,563,499,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"3022",56,86,99,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"3024",70,210,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3025",20,242,899,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
"3026",22,170,99,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"3027",22,146,599,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"3028",52,192,1499,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0
"3029",56,34,299,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
"3030",16,178,799,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"3031",65,588,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3032",56,52,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"3033",54,198,499,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
"3034",37,142,299,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
"3035",19,13,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
