"","score_rank","average_forever","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR"
"6766",95,255,399,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"6767",6,58,399,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"6768",47,111,1199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"6769",26,132,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"6770",16,160,199,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"6771",65,390,699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"6772",21,49,499,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
"6773",80,207,1399,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6774",18,4,999,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"6775",56,56,999,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
"6776",25,190,99,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"6777",18,11,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"6778",2,27,199,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6779",45,549,399,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"6780",70,290,699,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"6781",22,191,1399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6782",1,4,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6783",47,157,999,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"6784",22,167,999,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"6786",5,164,1499,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"6787",7,182,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6788",70,1461,1799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6789",11,271,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6791",18,343,199,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"6792",31,195,349,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"6793",16,117,199,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"6795",100,193,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6796",41,342,1299,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6798",47,932,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6799",11,81,499,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6800",77,354,599,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6801",41,2207,2999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6803",67,193,999,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"6804",59,622,799,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0
"6805",11,103,999,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"6806",10,252,99,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6808",32,190,499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6809",50,225,699,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
"6810",90,115,499,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"6811",26,195,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6813",15,412,599,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6816",41,92,499,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"6817",2,101,399,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"6818",28,245,499,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"6819",7,165,2999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6820",56,94,399,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0
"6821",90,57,599,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"6822",45,170,699,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"6823",20,108,499,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"6824",67,892,699,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6826",12,263,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"6827",93,260,299,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"6828",47,50,499,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
"6829",31,26,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6830",35,304,299,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"6831",62,429,499,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"6832",41,326,499,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"6833",54,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"6834",77,179,899,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"6835",9,26,499,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"6836",54,309,999,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
"6837",15,768,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6838",39,202,999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"6839",39,1934,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"6840",23,225,99,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
"6841",19,8,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"6842",31,117,999,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"6843",5,8,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"6844",100,517,399,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"6845",73,280,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6847",54,158,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"6848",73,365,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6849",43,335,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6850",59,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"6851",31,288,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6852",22,3044,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6853",28,164,299,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"6854",87,138,1499,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"6855",34,400,1499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"6856",34,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"6857",77,156,999,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"6858",90,292,2999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6859",34,12,499,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"6860",11,90,1299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6861",1,58,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6863",84,162,999,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"6864",67,241,194,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6865",29,292,799,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"6866",100,2655,499,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"6867",25,170,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6868",45,208,299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6869",15,349,1999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"6870",34,265,799,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"6871",47,44,499,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"6872",50,207,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"6874",90,112,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"6876",12,206,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6877",93,171,399,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"6878",5,24,999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"6879",43,1412,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6880",13,54,299,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
"6883",65,495,799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6884",100,209,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6885",23,155,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"6886",17,162,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6888",50,195,999,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"6889",90,353,999,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"6890",100,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"6891",50,240,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6892",28,158,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"6893",90,2921,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6894",87,53,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"6895",62,258,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"6896",32,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6897",28,147,199,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"6898",31,157,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6899",65,430,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"6900",1,62,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6901",95,354,1499,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"6902",67,275,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"6903",93,186,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"6904",34,26,599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6905",65,130,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"6906",52,300,499,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6907",28,283,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6908",25,68,1999,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"6909",15,45,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6910",7,358,199,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"6911",29,276,1999,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"6912",39,122,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"6913",2,1,699,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"6914",31,2376,499,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"6915",6,41,99,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"6916",2,28,999,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"6917",15,238,599,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6918",32,375,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"6919",45,122,1299,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"6920",56,562,2999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"6921",10,80,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6922",21,226,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6923",34,221,329,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6924",54,30,499,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"6925",32,247,599,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6927",93,198,1999,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"6930",20,615,4499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6932",21,149,699,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"6933",62,441,999,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6935",99,116,799,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"6936",77,399,499,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0
"6937",37,394,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"6938",59,382,699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"6939",62,84,699,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"6940",35,1973,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6941",29,530,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6942",43,253,999,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"6943",37,1294,2999,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"6944",28,206,1199,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"6945",87,1833,2499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6946",34,313,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"6947",52,110,499,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"6948",26,124,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"6949",4,144,399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6950",34,282,999,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6951",39,95,299,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"6952",28,228,199,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6953",54,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6954",100,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6955",6,166,799,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"6956",54,53,399,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"6957",37,262,99,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"6958",34,242,199,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"6959",3,152,99,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
"6960",7,36,499,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"6961",10,20,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"6962",1,0,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"6963",93,77,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"6964",22,672,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6965",31,26,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6966",56,69,199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6967",54,374,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6968",39,161,3999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6969",47,168,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6970",56,264,1999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"6971",84,149,1299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6972",21,26,199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"6973",5,537,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6975",45,148,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6976",0,231,399,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"6977",87,201,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6978",52,865,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6979",10,127,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6980",28,38,599,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6981",52,288,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"6983",12,11,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6985",7,209,999,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
"6986",56,194,399,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"6987",59,185,899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6988",54,1007,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"6989",16,63,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6990",8,601,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6991",50,404,999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6992",93,375,699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"6993",19,9703,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"6994",80,64,449,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
"6995",67,293,1499,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"6996",2,163,1399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"6997",14,392,99,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"6998",65,222,999,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"6999",31,304,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7000",19,238,299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7001",7,300,199,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7002",95,171,1999,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"7003",10,168,399,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"7004",73,194,499,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0
"7005",18,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"7006",37,432,1199,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"7007",67,209,799,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"7008",39,566,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7009",70,180,199,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"7010",50,429,1999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"7011",15,166,499,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"7012",5,375,1499,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"7013",62,74,1499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"7014",10,203,399,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"7015",1,104,999,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"7016",80,200,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7017",65,229,199,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"7018",77,3,999,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"7019",8,175,299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"7020",73,265,599,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"7021",23,154,999,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"7022",95,35,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7023",43,296,899,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0
"7024",84,457,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7025",43,107,499,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"7026",80,785,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"7027",25,4199,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7028",45,2975,699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7029",62,239,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"7030",39,161,999,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"7031",62,2,199,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"7032",0,5,299,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7033",10,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7034",14,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"7035",2,275,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"7036",19,21,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7037",28,169,99,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"7039",6,452,1999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7041",7,1,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7042",65,1334,899,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7043",19,35,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7044",52,384,999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7045",70,225,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"7046",6,144,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7047",22,48,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7048",54,102,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7050",43,25,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"7051",20,38,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7052",1,166,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7053",0,316,1899,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"7054",47,526,2499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"7055",12,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7057",59,48,399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7058",84,368,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7059",54,223,999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7060",54,138,1999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"7062",37,235,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"7063",77,1219,1999,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"7064",59,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"7065",50,32,299,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"7066",13,247,699,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"7067",90,537,1999,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"7069",70,484,999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7070",47,1043,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7071",4,53,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7072",12,97,499,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"7075",56,230,799,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"7076",59,203,49,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"7077",1,117,599,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"7078",3,18,399,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
"7079",54,101,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"7080",23,54,599,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7081",1,47,499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"7082",11,222,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7083",16,6,2499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7084",8,191,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7085",54,214,199,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"7087",0,109,499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"7089",11,560,399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7090",87,605,799,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"7091",45,250,699,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"7093",93,194,399,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"7095",32,211,1799,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"7096",70,2,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7097",98,161,199,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"7098",5,30,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"7100",52,87,99,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"7101",35,6555,3999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7102",93,2840,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7103",29,190,399,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"7104",18,202,499,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
"7105",54,99,599,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7106",100,173,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7107",1,52,1499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7108",4,55,699,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"7110",59,145,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"7111",45,158,1499,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
"7112",7,153,300,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"7113",15,50,299,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"7114",95,1354,1499,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"7115",67,459,1499,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"7116",15,69,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7117",93,171,499,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
"7118",28,413,599,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"7119",10,254,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7120",90,157,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"7122",5,389,199,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"7123",19,30,299,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7124",2,11,1299,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"7125",5,2343,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7126",35,282,49,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"7127",0,461,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7128",39,230,1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7129",54,87,3999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"7130",45,97,999,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"7131",20,171,399,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"7132",31,343,499,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7133",31,113,999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
