"","score_rank","average_forever","price","Strategy","Multiplayer","Action","RPG","Simulation","Adventure","Singleplayer","Indie","Casual","Atmospheric","Great Soundtrack","Puzzle","2D"
"8415",14,"[165,  203)",399,0,0,0,0,1,0,1,1,1,1,1,0,1
"8416",39,"[317,  475)",499,0,0,0,0,0,1,0,0,1,1,0,1,0
"8417",28,"[317,  475)",199,0,0,0,1,0,0,0,1,0,0,0,0,0
"8418",77,"[ 22,   67)",999,0,0,0,0,0,0,0,1,1,0,0,0,0
"8419",90,"[931,41947]",3499,0,0,0,0,0,1,1,0,0,0,0,0,0
"8420",39,"[ 22,   67)",399,0,0,1,0,0,0,0,0,1,0,0,0,0
"8421",37,"[317,  475)",2499,1,0,0,1,1,0,0,0,0,0,1,0,0
"8422",18,"[246,  317)",699,1,0,0,0,0,0,0,0,1,0,0,1,0
"8424",98,"[317,  475)",599,1,0,0,0,0,0,0,0,0,0,0,0,0
"8425",93,"[ 67,  123)",999,0,0,1,0,0,1,0,1,0,0,0,0,0
"8426",10,"[317,  475)",999,0,0,1,0,0,0,0,0,1,0,0,0,0
"8427",4,"[  0,   22)",0,0,0,1,0,0,0,0,1,0,0,0,0,0
"8429",5,"[ 22,   67)",499,0,0,0,0,1,0,0,0,1,0,0,0,0
"8430",56,"[203,  246)",399,0,0,0,1,1,1,0,1,1,0,0,0,0
"8431",47,"[931,41947]",3499,1,0,0,0,1,0,0,0,0,0,0,0,0
"8432",28,"[931,41947]",1499,1,0,0,0,0,1,1,1,0,0,0,0,0
"8433",80,"[ 67,  123)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"8434",100,"[  0,   22)",499,0,0,1,1,0,0,0,1,1,0,0,0,0
"8435",59,"[  0,   22)",1999,0,0,0,0,1,0,1,1,1,0,0,0,1
"8436",4,"[ 22,   67)",1199,1,0,1,0,0,0,0,1,0,0,0,0,0
"8437",62,"[475,  931)",399,0,0,1,0,1,1,0,1,1,0,0,0,0
"8438",95,"[246,  317)",999,0,0,0,0,0,0,0,1,1,0,0,0,0
"8439",18,"[ 67,  123)",1499,0,1,1,0,1,0,0,0,0,0,0,0,0
"8440",73,"[165,  203)",399,0,0,1,0,0,0,1,1,0,0,0,0,1
"8441",98,"[203,  246)",1299,0,0,0,0,1,1,0,0,1,0,0,0,0
"8442",13,"[ 22,   67)",699,0,0,1,0,0,0,0,0,0,0,0,0,0
"8443",17,"[317,  475)",999,1,0,1,0,0,0,0,0,1,0,0,0,0
"8444",50,"[203,  246)",1499,0,0,1,0,0,1,0,1,0,0,0,0,1
"8445",73,"[246,  317)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"8446",5,"[  0,   22)",399,0,0,0,0,0,1,0,1,0,0,0,0,0
"8447",22,"[317,  475)",1999,1,0,0,0,1,0,0,0,0,0,0,0,0
"8448",10,"[  0,   22)",1499,0,0,0,0,0,0,0,1,0,0,0,1,0
"8449",34,"[  0,   22)",499,0,0,1,1,0,0,0,1,0,0,0,0,0
"8450",98,"[123,  165)",799,0,0,0,0,0,1,0,1,0,0,0,1,1
"8451",43,"[246,  317)",1999,1,0,0,1,0,0,0,1,0,0,0,0,0
"8452",56,"[931,41947]",1999,0,0,0,0,0,0,0,0,0,0,0,1,0
"8453",65,"[ 67,  123)",99,0,0,0,0,0,0,0,1,1,0,0,0,0
"8454",18,"[ 67,  123)",999,1,0,1,1,0,1,1,1,0,1,1,1,0
"8455",28,"[165,  203)",0,0,0,1,0,0,0,0,1,1,0,0,0,0
"8456",87,"[ 22,   67)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8457",37,"[  0,   22)",999,0,0,1,1,0,1,0,1,0,0,0,0,0
"8458",56,"[ 22,   67)",499,1,0,0,0,0,0,0,1,0,1,0,0,0
"8459",90,"[203,  246)",499,0,0,0,0,0,0,0,0,1,0,0,1,0
"8460",9,"[317,  475)",1499,0,0,1,0,0,1,0,1,0,0,0,0,0
"8462",25,"[  0,   22)",399,1,0,0,0,0,0,1,1,0,0,0,0,0
"8463",31,"[  0,   22)",499,0,0,0,1,0,0,0,1,1,0,0,0,0
"8464",7,"[203,  246)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"8465",87,"[ 22,   67)",999,0,0,1,0,0,1,0,0,1,0,0,0,0
"8466",67,"[246,  317)",799,0,0,1,0,1,1,0,1,0,0,0,0,0
"8467",NA,"[165,  203)",99,0,0,0,0,0,0,0,1,1,0,0,0,0
"8468",80,"[317,  475)",1999,0,0,1,1,0,0,0,0,0,0,1,0,0
"8469",29,"[  0,   22)",299,0,0,1,0,0,1,0,1,0,0,1,0,0
"8470",45,"[165,  203)",699,0,0,0,0,0,1,1,1,0,1,1,0,0
"8471",10,"[ 22,   67)",699,0,0,1,0,1,0,0,0,0,0,0,0,0
"8472",39,"[ 22,   67)",1499,0,0,0,0,1,0,0,1,0,0,0,1,0
"8473",62,"[ 22,   67)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"8474",56,"[931,41947]",1999,0,0,0,0,0,0,0,0,0,0,0,1,0
"8475",47,"[165,  203)",499,0,0,0,0,0,0,0,0,1,0,0,1,0
"8476",2,"[123,  165)",199,1,0,0,0,1,0,0,1,1,0,0,0,0
"8478",73,"[123,  165)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8479",98,"[123,  165)",599,0,0,0,0,1,0,0,1,1,0,0,0,0
"8480",39,"[123,  165)",749,0,0,1,0,0,0,0,1,0,0,0,0,0
"8481",10,"[203,  246)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"8482",22,"[165,  203)",399,1,0,1,0,0,0,0,1,1,1,0,0,0
"8483",23,"[ 22,   67)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"8484",59,"[931,41947]",1499,0,0,0,0,1,1,0,0,1,0,0,0,0
"8485",100,"[475,  931)",499,0,0,0,0,0,0,0,1,0,0,1,1,0
"8487",54,"[ 67,  123)",999,0,0,0,1,0,1,1,1,1,0,0,0,0
"8488",17,"[246,  317)",99,0,0,1,0,0,0,1,1,1,0,0,0,1
"8489",16,"[ 22,   67)",999,0,0,1,0,0,0,0,0,0,0,0,0,0
"8490",100,"[931,41947]",699,0,0,0,0,0,0,0,0,1,0,0,0,0
"8491",56,"[475,  931)",1999,0,0,0,0,0,0,0,0,0,0,0,1,0
"8493",77,"[123,  165)",799,0,0,0,0,0,1,0,1,0,0,0,0,0
"8495",67,"[165,  203)",399,0,0,0,0,0,0,0,1,1,0,0,0,0
"8496",41,"[165,  203)",299,0,0,1,0,0,1,0,1,0,0,0,1,1
"8497",65,"[246,  317)",999,0,0,0,0,0,1,0,1,0,0,0,0,0
"8498",7,"[203,  246)",199,0,0,1,0,0,0,0,0,0,0,0,0,0
"8499",62,"[246,  317)",899,0,0,0,0,0,1,0,1,0,0,0,1,0
"8500",22,"[317,  475)",5999,0,1,1,0,0,0,0,0,0,0,0,0,0
"8501",19,"[203,  246)",699,0,0,0,0,0,1,0,1,0,0,0,1,0
"8502",99,"[317,  475)",1299,0,0,0,0,0,0,0,1,1,0,0,0,0
"8503",100,"[165,  203)",374,0,0,0,0,0,0,0,0,1,0,0,0,0
"8504",3,"[203,  246)",1499,0,0,0,0,0,0,0,0,1,0,0,1,0
"8505",31,"[165,  203)",1499,0,0,1,1,0,0,0,1,0,0,1,0,0
"8506",20,"[165,  203)",399,0,0,1,0,0,0,0,1,0,0,0,0,0
"8507",17,"[246,  317)",999,1,0,0,0,0,0,0,1,0,0,0,0,0
"8508",2,"[  0,   22)",599,0,0,1,0,1,0,0,1,0,0,0,0,0
"8509",54,"[165,  203)",999,1,0,1,1,0,1,0,1,0,0,0,0,0
"8510",39,"[ 22,   67)",899,0,0,1,0,0,1,0,1,0,0,0,0,0
"8512",67,"[203,  246)",499,0,0,0,0,1,1,0,1,0,0,0,1,0
"8513",56,"[475,  931)",1999,0,0,0,0,0,0,0,0,0,0,0,1,0
"8514",100,"[ 67,  123)",999,0,0,0,0,0,1,0,1,0,0,0,0,0
"8516",87,"[ 67,  123)",299,1,0,1,1,0,1,0,1,1,0,0,1,0
"8517",93,"[165,  203)",999,0,1,1,0,0,0,0,1,0,0,0,0,0
"8518",31,"[246,  317)",999,0,0,1,0,0,0,0,1,1,0,0,0,0
"8519",70,"[123,  165)",199,0,0,1,0,1,0,0,1,1,0,0,0,0
"8521",50,"[123,  165)",1999,0,0,1,0,1,0,0,0,0,0,0,0,0
"8522",50,"[246,  317)",999,0,1,0,0,1,0,0,0,0,0,0,0,0
"8523",45,"[123,  165)",299,0,0,1,0,1,0,0,1,1,0,1,1,0
"8524",3,"[165,  203)",49,0,0,1,0,0,0,0,1,1,0,0,0,0
"8525",25,"[165,  203)",99,0,0,0,0,0,0,0,1,0,0,0,0,0
"8526",19,"[246,  317)",499,0,0,1,0,0,0,0,1,1,0,0,1,0
"8527",98,"[931,41947]",1499,0,0,0,0,0,1,0,1,0,0,1,1,0
"8528",84,"[165,  203)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"8529",90,"[ 67,  123)",399,0,0,1,0,0,0,0,1,0,0,0,0,0
"8531",70,"[203,  246)",499,0,0,0,0,0,1,0,1,0,0,0,0,0
"8532",22,"[123,  165)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8533",12,"[165,  203)",99,0,0,1,0,0,0,1,1,0,0,0,0,0
"8534",10,"[ 67,  123)",1499,0,0,0,0,1,0,0,1,1,0,0,0,0
"8535",45,"[475,  931)",299,0,0,0,0,0,0,0,1,1,0,0,1,0
"8536",13,"[165,  203)",99,0,0,1,0,0,0,0,1,1,0,0,0,0
"8537",52,"[ 22,   67)",1499,0,0,1,1,1,1,0,1,0,0,0,0,0
"8538",1,"[ 22,   67)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"8540",34,"[317,  475)",0,0,0,1,1,0,1,0,1,1,0,0,0,0
"8541",62,"[931,41947]",1999,0,0,1,0,0,1,0,0,0,0,1,0,0
"8542",0,"[ 67,  123)",124,0,0,0,0,0,0,0,0,1,0,0,0,0
"8543",77,"[931,41947]",3499,1,0,0,0,1,0,0,0,0,0,0,0,0
"8544",34,"[475,  931)",1999,1,0,1,0,0,0,0,0,0,0,1,0,0
"8547",50,"[123,  165)",174,0,0,0,0,0,1,0,1,1,0,0,0,0
"8548",32,"[317,  475)",499,0,0,0,0,0,0,0,0,1,0,0,0,0
"8549",67,"[  0,   22)",699,0,0,1,0,0,0,0,1,0,0,0,0,0
"8550",23,"[246,  317)",1499,0,0,0,0,0,0,0,0,0,0,1,0,0
"8551",19,"[ 22,   67)",99,0,0,1,0,0,0,0,1,0,0,0,0,0
"8552",77,"[203,  246)",599,0,0,1,0,1,1,0,0,0,0,0,0,0
"8553",28,"[123,  165)",799,0,0,0,0,0,1,0,1,0,0,0,0,0
"8554",8,"[  0,   22)",299,0,0,0,1,0,0,0,1,0,0,0,0,0
"8555",59,"[ 67,  123)",499,0,0,1,0,0,0,0,0,0,0,0,0,0
"8556",54,"[931,41947]",274,1,1,1,0,0,0,0,1,0,0,0,0,0
"8557",95,"[ 22,   67)",599,0,0,1,0,0,0,0,1,0,0,0,0,0
"8559",93,"[246,  317)",1499,0,1,1,0,0,0,0,1,0,0,1,1,0
"8560",10,"[246,  317)",699,1,0,0,0,0,0,0,1,1,0,0,0,0
"8561",77,"[931,41947]",1299,0,0,0,0,1,1,1,1,1,0,0,0,0
"8563",22,"[165,  203)",699,0,0,1,1,0,1,0,1,1,0,1,0,0
"8564",20,"[ 22,   67)",1499,0,0,0,0,0,1,0,1,0,0,0,0,0
"8565",39,"[317,  475)",1999,1,1,0,0,0,0,0,1,0,0,0,0,1
"8566",2,"[ 67,  123)",699,0,0,0,0,0,1,0,0,1,0,0,0,0
"8567",41,"[  0,   22)",99,0,0,1,0,0,0,0,1,0,0,0,0,0
"8568",77,"[165,  203)",799,0,0,0,0,0,1,0,1,0,0,0,0,0
"8569",93,"[123,  165)",299,0,0,0,0,0,0,0,1,1,0,0,1,0
"8572",12,"[  0,   22)",999,0,0,0,0,0,0,0,1,0,0,0,0,0
"8573",20,"[  0,   22)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8575",100,"[203,  246)",195,0,0,0,0,1,0,0,0,1,0,0,0,0
"8576",34,"[246,  317)",699,0,0,0,0,0,1,0,1,1,0,0,0,0
"8578",29,"[203,  246)",0,0,0,1,0,0,0,0,1,0,0,0,0,0
"8579",100,"[ 22,   67)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"8580",90,"[ 22,   67)",499,1,0,0,0,0,0,0,1,1,0,0,1,0
"8581",28,"[475,  931)",1499,1,0,0,1,0,1,1,1,0,0,0,0,0
"8582",18,"[165,  203)",499,0,0,0,0,0,1,0,1,1,0,0,1,0
"8583",45,"[ 67,  123)",1499,0,0,0,1,0,1,0,1,0,0,0,0,0
"8584",NA,"[317,  475)",299,0,0,1,0,0,0,0,1,1,0,0,0,1
"8585",45,"[165,  203)",209,0,0,1,1,0,0,0,1,1,0,0,0,0
"8586",73,"[246,  317)",1199,0,0,0,0,0,1,0,1,1,0,0,0,0
"8587",84,"[317,  475)",1499,0,0,1,1,0,1,0,1,0,0,0,0,0
"8588",2,"[165,  203)",399,0,0,0,0,0,1,0,1,1,0,0,0,0
"8589",20,"[203,  246)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"8590",100,"[165,  203)",299,0,0,1,0,0,0,1,1,0,1,0,0,1
"8592",80,"[475,  931)",399,0,0,0,1,0,0,0,1,0,0,0,0,0
"8595",2,"[203,  246)",999,0,0,0,0,0,1,0,0,0,0,0,0,0
"8596",73,"[123,  165)",499,0,1,1,1,0,0,1,1,1,0,0,1,1
"8597",59,"[203,  246)",599,1,0,0,0,0,0,0,0,1,0,0,0,0
"8598",22,"[317,  475)",999,1,1,0,0,1,0,1,1,0,0,0,0,0
"8599",50,"[ 67,  123)",299,1,0,0,0,1,0,0,1,0,0,0,1,0
"8601",3,"[  0,   22)",499,0,0,1,0,1,1,0,1,0,0,0,0,0
"8602",52,"[165,  203)",299,0,0,1,0,0,0,0,0,0,0,0,0,0
"8603",93,"[246,  317)",1999,1,0,1,0,0,0,0,1,1,0,0,0,0
"8604",70,"[165,  203)",399,0,0,1,0,0,1,0,1,0,0,0,0,0
"8605",45,"[246,  317)",499,0,0,0,1,0,1,0,1,0,0,0,0,0
"8606",10,"[317,  475)",599,0,0,0,0,0,1,0,0,0,0,0,0,0
"8607",28,"[317,  475)",999,0,0,0,0,0,1,0,1,0,0,0,0,0
"8609",56,"[203,  246)",999,0,0,1,0,0,0,1,1,0,0,0,0,0
"8610",87,"[ 22,   67)",599,0,0,0,0,0,1,0,0,1,0,0,0,0
"8611",87,"[123,  165)",999,0,0,1,1,0,0,0,1,0,0,0,0,0
"8612",59,"[165,  203)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"8613",25,"[ 67,  123)",599,0,0,0,0,0,1,0,0,0,0,0,0,0
"8614",34,"[246,  317)",499,0,0,0,0,0,1,0,0,1,0,0,1,0
"8615",39,"[  0,   22)",699,0,0,0,0,1,0,0,0,0,0,0,0,0
"8616",0,"[  0,   22)",899,0,0,1,0,0,0,1,1,0,0,0,0,1
"8617",98,"[317,  475)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"8618",1,"[ 67,  123)",1499,0,0,0,0,1,0,0,0,0,0,0,0,0
"8619",34,"[ 22,   67)",1499,0,0,1,0,1,1,0,1,1,0,0,0,0
"8620",8,"[ 22,   67)",599,0,0,0,0,0,1,0,0,0,0,0,0,0
"8621",77,"[ 67,  123)",399,0,0,0,1,0,1,0,1,1,0,0,0,0
"8622",56,"[ 67,  123)",299,0,0,0,0,0,0,0,1,1,0,0,1,0
"8623",54,"[165,  203)",499,1,0,1,0,0,1,0,1,1,0,0,0,0
"8624",35,"[475,  931)",2999,1,0,0,0,1,0,0,0,0,0,0,0,0
"8625",21,"[931,41947]",2499,1,0,0,0,1,0,1,0,0,0,0,0,0
"8626",100,"[317,  475)",1499,0,0,0,0,0,0,0,0,1,0,0,0,0
"8628",32,"[165,  203)",499,0,0,1,1,0,1,0,0,0,0,0,0,0
"8629",87,"[317,  475)",299,0,0,1,0,0,1,0,1,0,0,0,1,0
"8632",70,"[475,  931)",699,1,0,0,0,0,0,0,1,0,0,0,0,0
"8633",100,"[  0,   22)",799,1,0,0,0,0,0,0,1,0,0,0,0,0
"8634",70,"[475,  931)",499,1,0,0,0,0,0,0,0,0,0,0,0,0
"8635",16,"[475,  931)",999,1,0,0,0,0,0,0,0,1,0,0,0,0
"8636",90,"[165,  203)",799,0,0,0,0,0,0,0,1,0,0,0,0,0
"8638",90,"[317,  475)",599,0,0,0,0,0,1,0,0,1,0,0,1,0
"8639",84,"[165,  203)",519,0,0,0,0,0,1,1,1,0,1,0,1,0
"8640",21,"[931,41947]",1999,1,0,1,1,1,0,0,1,0,0,0,0,0
"8641",70,"[165,  203)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"8642",19,"[317,  475)",499,0,0,0,0,0,1,0,0,0,0,0,0,0
"8643",65,"[ 22,   67)",599,0,0,0,0,0,1,0,0,0,0,0,0,0
"8644",43,"[  0,   22)",0,0,0,0,0,0,1,0,1,0,0,0,0,0
"8645",93,"[123,  165)",2499,1,0,1,0,0,0,0,1,0,0,0,0,0
"8647",80,"[317,  475)",499,0,0,0,0,1,0,0,1,0,0,0,0,0
"8648",20,"[931,41947]",599,0,0,1,0,0,0,1,1,1,0,0,0,0
"8650",47,"[317,  475)",699,1,0,0,0,1,1,0,1,1,1,0,0,0
"8651",9,"[165,  203)",699,0,0,0,0,0,1,1,1,1,0,0,0,0
"8652",4,"[123,  165)",999,0,0,1,0,1,1,0,1,0,0,0,0,0
"8653",84,"[203,  246)",1499,1,1,1,0,0,0,0,1,0,0,0,0,0
"8654",12,"[ 67,  123)",799,0,0,0,1,1,0,0,1,1,0,0,0,0
"8656",62,"[246,  317)",1499,0,0,1,0,0,1,0,1,0,0,0,0,0
"8657",56,"[ 67,  123)",999,0,0,1,0,0,1,0,0,1,0,0,0,0
"8658",11,"[317,  475)",1699,0,0,0,1,1,0,0,1,0,0,0,0,0
"8659",65,"[ 22,   67)",2499,0,0,0,1,0,1,0,1,0,0,0,0,0
"8660",73,"[317,  475)",1799,1,0,0,0,0,0,0,1,0,0,0,0,0
"8661",35,"[ 22,   67)",499,0,0,0,0,0,0,0,1,0,0,0,0,0
"8662",65,"[165,  203)",699,0,0,0,0,0,1,0,1,1,0,0,0,0
"8663",93,"[317,  475)",99,0,0,1,0,0,1,0,0,1,0,0,0,0
"8664",25,"[203,  246)",199,0,0,1,0,0,1,0,1,1,0,0,0,0
"8665",67,"[ 22,   67)",999,1,0,1,0,0,0,0,1,0,0,0,0,0
"8666",5,"[123,  165)",199,0,0,1,0,0,1,0,1,0,0,0,0,0
"8667",47,"[165,  203)",99,0,0,0,0,0,1,0,1,0,0,0,0,1
"8668",11,"[165,  203)",999,1,0,0,0,1,0,0,1,0,0,0,0,0
"8669",100,"[  0,   22)",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"8670",1,"[  0,   22)",199,0,0,0,0,0,0,0,1,1,0,0,0,0
"8671",90,"[246,  317)",649,0,0,1,0,0,0,0,1,0,0,1,0,1
"8672",25,"[  0,   22)",699,0,0,0,0,1,0,0,0,0,0,0,0,0
"8673",43,"[ 67,  123)",99,0,0,0,0,1,0,0,1,1,0,0,0,0
"8674",35,"[ 22,   67)",599,0,0,1,0,0,1,0,1,1,0,0,1,0
"8675",59,"[123,  165)",999,1,0,0,1,0,0,0,1,0,0,0,0,0
"8676",5,"[931,41947]",799,1,0,0,0,0,0,0,1,1,0,0,0,0
"8677",8,"[475,  931)",499,0,0,0,0,0,1,0,0,1,0,0,0,0
"8678",80,"[931,41947]",999,0,0,0,0,0,1,0,0,0,0,0,0,0
"8679",20,"[  0,   22)",699,1,0,0,1,1,1,0,0,0,0,0,0,0
"8680",10,"[ 22,   67)",199,0,0,1,0,0,1,0,1,0,0,0,0,0
"8681",31,"[165,  203)",599,0,0,1,0,0,0,0,1,0,0,0,0,0
"8682",43,"[165,  203)",1199,0,0,1,0,1,0,0,1,0,0,0,0,0
"8683",56,"[203,  246)",999,0,0,1,0,0,0,1,1,1,1,0,1,0
"8684",67,"[203,  246)",299,0,0,0,0,0,0,0,1,1,0,0,0,0
"8685",2,"[  0,   22)",799,1,0,0,0,1,0,0,1,1,0,0,0,0
"8686",95,"[  0,   22)",499,0,0,1,0,0,0,0,1,1,0,0,0,0
"8687",31,"[ 67,  123)",699,1,0,0,0,0,0,0,1,1,0,0,0,0
"8688",35,"[123,  165)",3999,0,0,1,0,1,0,0,0,0,0,0,0,0
"8689",10,"[  0,   22)",999,0,1,1,0,0,0,0,0,0,0,0,0,0
"8690",67,"[ 67,  123)",399,0,0,1,1,0,1,0,1,0,0,0,0,1
"8691",13,"[246,  317)",999,0,0,0,0,1,0,0,1,1,0,0,0,0
"8692",12,"[165,  203)",99,0,0,1,0,0,1,0,1,0,0,0,0,0
"8693",99,"[123,  165)",999,0,0,1,0,0,1,0,1,0,0,1,0,0
"8694",77,"[165,  203)",299,1,0,1,0,0,0,0,1,1,0,0,0,0
"8695",47,"[123,  165)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8697",39,"[  0,   22)",299,0,0,1,0,0,0,0,1,0,0,0,0,0
"8698",54,"[ 67,  123)",499,0,0,1,0,0,1,0,1,0,0,0,0,1
"8700",22,"[ 22,   67)",499,0,0,0,0,0,1,0,1,0,0,0,1,0
"8701",37,"[123,  165)",999,1,1,1,0,0,0,0,1,0,0,0,0,0
"8702",18,"[123,  165)",99,0,0,0,0,0,1,0,0,1,0,0,0,0
"8703",34,"[  0,   22)",1499,1,0,0,0,1,0,0,0,1,0,0,0,0
"8704",41,"[  0,   22)",299,0,0,1,0,0,0,0,1,0,0,0,0,0
"8705",98,"[165,  203)",199,0,0,1,0,0,0,0,1,1,0,0,0,0
"8706",70,"[  0,   22)",99,0,0,0,0,1,1,0,1,1,0,0,0,0
"8707",77,"[203,  246)",399,1,0,0,0,1,1,0,0,1,0,0,0,0
"8708",100,"[  0,   22)",199,0,0,1,0,0,0,0,1,0,0,0,0,0
"8709",77,"[ 67,  123)",399,1,0,0,0,0,0,0,1,1,0,0,1,1
"8710",80,"[165,  203)",99,0,0,1,0,0,0,0,1,0,0,0,0,0
"8711",23,"[203,  246)",1199,0,0,0,0,0,1,0,1,0,0,0,0,0
"8712",70,"[ 67,  123)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"8713",100,"[ 22,   67)",699,0,0,0,0,1,0,0,0,0,0,0,0,0
"8715",100,"[931,41947]",1499,0,0,0,0,0,0,0,0,1,0,0,0,0
"8716",100,"[246,  317)",499,0,0,0,0,0,1,0,1,0,0,1,0,0
"8717",62,"[246,  317)",799,0,0,1,1,1,0,0,1,0,0,0,0,0
"8718",14,"[ 67,  123)",499,1,0,0,0,0,0,0,1,1,0,0,0,0
"8719",16,"[123,  165)",199,1,0,0,0,1,0,0,1,0,0,0,0,0
"8721",3,"[ 67,  123)",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"8722",23,"[  0,   22)",499,0,0,0,0,0,0,0,1,1,0,0,0,0
"8723",8,"[246,  317)",1999,1,0,0,0,0,0,0,1,0,0,0,0,0
"8724",93,"[123,  165)",999,0,0,1,0,0,1,0,1,0,0,0,0,0
"8725",3,"[203,  246)",299,0,0,1,1,0,1,0,0,0,0,0,0,0
"8726",6,"[ 67,  123)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8727",10,"[  0,   22)",299,0,0,0,0,0,0,0,1,0,0,0,0,0
"8728",100,"[931,41947]",1499,0,0,0,0,0,0,0,0,1,0,0,0,0
"8729",19,"[203,  246)",499,0,0,0,0,0,1,0,0,1,0,0,0,0
"8730",52,"[165,  203)",199,0,0,0,0,1,1,0,0,1,0,0,0,0
"8731",NA,"[475,  931)",199,0,0,0,0,0,0,0,1,1,0,0,0,0
"8732",100,"[ 22,   67)",299,0,0,0,0,0,0,0,1,1,0,0,1,0
"8733",32,"[  0,   22)",399,0,0,1,0,0,1,0,1,1,0,0,0,0
"8734",87,"[203,  246)",1999,0,0,0,0,0,1,1,1,0,1,1,1,0
"8735",98,"[203,  246)",1499,0,0,1,0,0,0,0,1,0,0,0,0,1
"8736",6,"[165,  203)",399,0,0,0,0,1,0,0,0,1,0,0,0,0
"8737",11,"[475,  931)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8738",80,"[475,  931)",699,0,0,0,0,0,0,0,1,0,0,0,0,0
"8739",65,"[123,  165)",899,0,0,0,0,0,1,0,1,1,1,1,0,0
"8740",10,"[317,  475)",499,0,0,1,0,0,1,0,1,0,0,0,0,0
"8741",62,"[ 67,  123)",499,0,0,0,0,0,0,0,1,0,0,0,1,0
"8742",87,"[165,  203)",799,0,0,0,0,0,1,0,1,0,0,0,0,0
"8743",20,"[  0,   22)",174,0,0,1,1,0,0,0,0,0,0,0,0,0
"8744",11,"[246,  317)",799,0,1,1,0,1,0,0,1,0,0,0,0,0
"8745",100,"[475,  931)",699,0,0,1,0,0,1,0,1,0,0,0,0,0
"8747",100,"[ 22,   67)",1499,0,0,1,0,0,0,0,1,0,0,1,0,0
"8748",100,"[203,  246)",499,0,0,0,0,0,0,0,0,1,0,0,0,0
"8749",3,"[ 22,   67)",299,1,0,1,1,0,1,0,1,1,0,0,0,0
"8750",39,"[ 67,  123)",999,0,0,1,0,0,0,0,0,0,0,0,0,0
"8751",98,"[475,  931)",499,0,0,0,0,0,0,0,1,1,0,0,1,0
"8752",65,"[203,  246)",699,0,0,0,0,0,0,1,1,1,1,0,1,0
"8753",8,"[ 67,  123)",999,0,0,1,0,0,0,0,1,0,0,0,0,0
"8754",100,"[165,  203)",499,0,0,1,0,0,0,0,1,1,0,0,0,0
"8755",100,"[  0,   22)",99,0,0,0,0,1,0,0,1,1,0,0,0,0
"8756",13,"[203,  246)",999,0,0,0,0,0,1,0,1,0,0,0,0,0
"8757",100,"[123,  165)",499,0,0,1,0,0,0,0,1,0,0,0,0,0
"8758",100,"[165,  203)",299,1,0,0,0,0,0,0,1,1,0,0,1,0
"8760",77,"[317,  475)",1499,0,0,1,1,0,0,0,1,0,0,0,0,0
"8761",7,"[  0,   22)",499,0,0,1,0,0,0,0,0,0,0,0,0,0
"8762",34,"[123,  165)",499,1,0,1,0,0,0,0,1,0,0,0,0,0
"8763",5,"[ 67,  123)",59,0,0,1,0,0,0,0,0,0,0,0,0,0
"8764",20,"[475,  931)",399,0,0,0,0,0,1,0,1,1,1,0,0,0
"8766",12,"[ 67,  123)",299,0,0,1,0,0,1,0,1,0,0,0,0,0
"8767",100,"[475,  931)",1499,1,0,0,0,0,0,0,0,0,0,0,0,0
"8768",56,"[931,41947]",999,0,0,0,0,0,0,0,0,1,0,0,1,0
"8769",65,"[931,41947]",2499,1,0,0,0,1,0,1,0,1,0,0,0,0
"8770",47,"[123,  165)",299,0,0,0,0,1,0,0,1,1,0,0,0,0
"8771",100,"[ 67,  123)",899,0,0,0,0,0,1,0,0,1,0,0,0,0
"8772",54,"[ 67,  123)",1101,0,0,0,0,0,1,0,1,0,0,0,0,0
"8773",100,"[ 22,   67)",1499,0,0,1,0,0,1,0,0,0,0,0,0,0
"8774",90,"[165,  203)",1499,0,0,1,0,0,0,0,0,0,0,1,0,0
"8775",100,"[931,41947]",699,1,0,0,0,0,0,0,0,1,0,0,1,0
"8777",0,"[123,  165)",999,0,0,1,0,0,1,0,0,1,0,0,0,0
"8778",6,"[  0,   22)",0,0,0,0,0,1,0,0,1,0,0,0,0,0
"8779",93,"[  0,   22)",99,0,0,1,0,0,1,0,1,0,0,0,0,0
